HGNC_Symbol,log2R_CNA,Z_Score
ZNF737,2,-0.0091
ZNF736,4,-0.0084
AC236668.1,NA,-0.0117
ZNF735,3,-0.0117
OR8A1,2,-0.0117
ZNF732,2,-0.0115
ZNF72P,2,-0.0117
ZNF730,3,-0.0115
TPT1,4,0.2944
UMODL1,2,-0.0117
OR8I2,2,-0.0117
TMEM183A,2,0.0139
AP002448.1,NA,-0.0117
AL139398.1,2,-0.0111
MIR3138,2,-0.0027
MIR3137,3,-0.0110
ZNF846,2,-0.0046
MIR3139,2,-0.0107
MIR3134,4,-0.0089
PDK4,3,-0.0116
ZNF845,2,-0.0034
ZNF844,2,-0.0067
PDK3,2,-0.0081
MIR3133,2,-0.0117
ZNF843,2,-0.0109
MIR3136,2,-0.0056
ZNF841,2,0.0036
AL079342.1,2,-0.0115
AC119501.1,2,-0.0117
AL079342.3,2,-0.0117
MIR3132,4,-0.0117
PDK2,2,-0.0046
OR8H3,2,-0.0117
PDK1,4,-0.0083
MIR3131,4,-0.0104
AL079342.2,4,-0.0117
OR8H2,2,-0.0117
KRTAP5-AS1,2,-0.0117
PDHX,2,0.0067
OR8H1,2,-0.0117
MIR4458HG,2,-0.0104
AC004704.1,2,-0.0117
DNMT3L-AS1,2,-0.0117
AL137009.1,2,-0.0115
ZNF839,4,-0.0089
MIR3127,4,-0.0117
MIR3126,4,-0.0106
ZNF837,3,-0.0103
RUNDC3A-AS1,2,-0.0116
MIR3129,4,-0.0110
ZNF836,2,-0.0081
AC007347.2,2,-0.0117
ZNF835,2,-0.0116
MIR3128,4,-0.0041
AC007347.1,3,-0.0113
MIR3123,2,-0.0117
MIR3122,2,-0.0117
MIR3125,4,-0.0087
MIR3124,5,-0.0039
ZNF831,2,-0.0117
ZNF830,2,0.0023
OR8G5,2,-0.0117
MIR3121,2,-0.0117
MIR3120,4,-0.0117
OR8G1,2,-0.0117
TMEM185B,2,0.0090
GK3P,2,-0.0116
TMEM185A,2,-0.0059
MS4A19P,NA,-0.0117
GSKIP,4,0.0018
TRBV24OR9-2,2,-0.0117
AC007191.1,2,-0.0109
DDN-AS1,2,-0.0110
ZNF829,3,-0.0089
ZNF827,2,-0.0105
MIR3115,4,-0.0117
MIR3117,4,0.0011
ZNF823,2,-0.0062
ZNF821,2,-0.0108
IL9RP4,2,-0.0117
AC067747.1,2,-0.0117
TMEM184A,3,-0.0111
FOXP1-AS1,4,-0.0115
TMEM184C,2,0.0152
TMEM184B,2,0.0105
TPX2,2,0.0049
OR5BA1P,2,-0.0117
AC009492.1,2,-0.0117
ZNF816,2,-0.0052
AL139158.1,4,-0.0117
ZNF814,3,-0.0102
ZNF813,3,-0.0077
HAR1A,2,-0.0102
HAR1B,2,-0.0116
ZCCHC13,2,-0.0117
MIR3170,2,-0.0114
AC096733.1,2,-0.0112
ZCCHC12,2,-0.0117
MIR3171,4,-0.0117
ZCCHC10,2,-0.0022
MIR18B,2,-0.0117
ZCCHC18,2,-0.0113
MIR18A,2,-0.0117
ZCCHC17,4,0.0164
IPO9-AS1,2,-0.0114
ZCCHC14,2,0.0007
ZNF808,3,-0.0052
ZNF806,2,-0.0116
ZNF805,2,-0.0065
YWHAQP7,2,-0.0117
AC104070.1,2,-0.0117
AL356534.1,4,-0.0115
MIR198,4,-0.0117
YWHAQP6,2,-0.0115
YWHAQP9,4,-0.0117
MIR197,4,-0.0117
RNU6-969P,4,-0.0099
YWHAQP8,2,-0.0117
MIR3178,3,-0.0098
MIR195,2,-0.0117
MIR3177,3,-0.0111
ZNF800,4,0.0015
INKA2-AS1,4,-0.0102
MIR192,2,-0.0117
MIR3174,2,-0.0105
MIR191,2,-0.0114
MIR3173,2,-0.0117
MIR3176,3,-0.0111
AC096733.2,2,-0.0111
MIR3175,2,-0.0114
ZCCHC24,2,0.0403
GK4P,3,-0.0116
MIR3161,2,-0.0117
IL9RP3,2,-0.0116
IL9RP2,3,-0.0117
IL9RP1,2,-0.0117
AC027129.1,4,-0.0117
MIR19A,4,-0.0117
TEKT4P3,2,-0.0117
TEKT4P2,2,-0.0103
AC013269.2,4,-0.0117
AC013269.1,4,-0.0117
RNU6-968P,4,-0.0117
MIR3167,2,-0.0114
MIR3166,2,-0.0117
ACTR3P3,4,-0.0117
ACTR3P2,2,-0.0117
MIR3169,2,-0.0117
MIR3168,4,-0.0117
MIR3163,2,-0.0117
MIR3162,2,-0.0095
MIR3165,2,-0.0117
MIR3164,2,-0.0088
OR8K5,2,-0.0117
OR8K3,2,-0.0117
OR8K1,2,-0.0117
CPXCR1,2,-0.0117
AC135001.1,2,-0.0117
PDPR,2,-0.0053
MIR3159,2,-0.0117
PDPN,4,-0.0111
AL365203.1,2,-0.0117
MIR3157,2,-0.0117
AL109804.1,4,-0.0114
MIR3152,2,-0.0113
AC010230.1,2,-0.0117
MIR3151,4,-0.0117
MIR3154,2,-0.0117
MIR3153,2,0.0069
AC005042.2,4,-0.0117
AC018558.6,NA,-0.0117
AC005042.1,2,-0.0116
OR8J3,2,-0.0117
AC018558.5,3,-0.0117
DBX2-AS1,2,-0.0117
OR8J2,2,-0.0117
AC018558.4,2,-0.0117
AC018558.3,2,-0.0117
OR8J1,2,-0.0117
AC018558.7,3,-0.0117
AC117488.1,NA,-0.0067
AC018558.2,2,-0.0117
AC018558.1,2,-0.0117
PDP1,2,0.0169
AL354868.1,2,-0.0116
PDP2,2,-0.0071
MIR3149,4,-0.0111
MIR3148,4,-0.0117
MIR3145,4,-0.0104
MIR3144,4,-0.0117
MIR3147,4,-0.0117
MIR3146,4,-0.0117
MIR3141,2,-0.0117
MIR3140,2,-0.0114
MIR3143,4,-0.0092
MIR3142,2,-0.0117
LGALS8-AS1,2,-0.0114
MIR149,4,-0.0117
AC092032.1,3,-0.0109
MIR155,3,-0.0117
AC092032.3,4,-0.0117
AC092032.2,4,-0.0117
MIR154,4,-0.0045
RNU4-9P,2,-0.0102
MIR152,2,-0.0111
MIR150,2,-0.0101
RNU6-965P,4,-0.0117
MKRN2OS,4,-0.0115
AC007681.1,2,-0.0116
OR11H5P,4,-0.0117
MIR15B,4,-0.0114
MIR15A,2,-0.0117
AL121827.1,4,-0.0117
AC093110.1,4,-0.0102
WDR95P,2,-0.0117
RNU6-964P,4,-0.0117
COP1P1,3,-0.0116
AC087623.3,4,-0.0114
MIR3192,4,-0.0076
MIR3191,2,-0.0117
AC087623.2,4,-0.0099
AC087623.1,2,-0.0116
MIR3194,2,-0.0117
MIR3193,4,0.0165
MIR3190,3,-0.0117
AL596268.1,3,-0.0117
AL845321.1,2,-0.0116
RNU6-967P,2,-0.0117
MIR3196,4,-0.0117
MIR3195,4,-0.0117
MIR3197,2,-0.0103
SPECC1,2,-0.0108
MIR3181,2,-0.0106
AL157712.1,2,-0.0117
OR11H3P,2,-0.0117
AC010376.1,2,-0.0117
MIR3183,2,-0.0111
MIR3182,3,-0.0104
TUBG1P,4,-0.0114
AC092428.1,3,-0.0112
TSGA10,4,-0.0109
CORO7-PAM16,2,-0.0117
TSGA13,3,-0.0117
AL591719.2,2,-0.0116
AL591719.1,4,-0.0111
MIR188,3,-0.0114
RNU6-966P,2,-0.0117
MIR187,2,-0.0117
MIR186,2,-0.0074
MIR185,2,-0.0117
MIR184,2,-0.0117
MIR3189,2,-0.0049
MIR183,3,-0.0112
MIR3188,2,-0.0117
MIR182,3,-0.0117
MIR3185,2,-0.0117
MIR3184,2,-0.0117
MIR3187,2,-0.0117
AC079296.2,2,-0.0117
AL158196.1,2,-0.0113
AC079296.1,2,-0.0117
MIR3186,2,-0.0108
AL117382.2,2,-0.0117
AL117382.1,4,-0.0117
AC108472.1,2,-0.0115
MIR10B,2,-0.0107
EOLA2,2,-0.0023
EOLA1,3,-0.0079
MRFAP1L1,2,0.0501
MIR10A,2,-0.0117
OR11H12,2,-0.0117
OR8U3,2,-0.0117
MIR107,2,-0.0114
OR8U1,2,-0.0117
RNU4-5P,2,-0.0115
AL157858.2,4,-0.0117
AC096639.1,4,-0.0117
RN7SL870P,4,-0.0115
AF222685.1,NA,-0.0117
RNU6-961P,2,-0.0117
BRD3OS,2,-0.0030
AL596028.1,2,-0.0117
AC015914.2,2,-0.0117
AC015914.1,2,-0.0117
MIR126,2,-0.0114
RNU4-6P,2,-0.0117
AL158206.1,2,-0.0106
MIR122,2,-0.0117
THRAP3,4,0.1061
MARK3P1,2,-0.0116
MARK3P3,2,-0.0117
AC090950.2,2,-0.0117
YY1P2,4,-0.0117
AC090950.1,4,-0.0114
YY1P1,2,-0.0117
RNU6-960P,2,-0.0117
PDXK,3,0.0082
AC023790.2,2,-0.0116
AC016888.1,2,-0.0116
AC023790.1,2,-0.0117
AL390786.1,2,-0.0117
AC027369.2,2,-0.0117
AC027369.1,2,-0.0117
AC027369.4,2,-0.0117
AC027369.3,2,-0.0117
PDXP,2,-0.0116
AC027369.6,2,-0.0117
AC027369.5,2,-0.0117
OR8S1,2,-0.0117
AC023946.1,2,-0.0117
MIR127,4,-0.0117
AC020661.2,2,-0.0107
MIR137,2,-0.0117
AC020661.1,2,-0.0109
MIR136,4,-0.0117
AC079150.1,4,-0.0117
UXT-AS1,2,-0.0116
AC020661.4,2,-0.0116
MIR134,4,-0.0038
AC020661.3,2,-0.0114
RNU4-7P,2,-0.0117
MIR132,2,-0.0117
AL080274.1,2,-0.0117
AL645768.1,2,-0.0102
CUL4AP1,2,-0.0117
AC012531.7,2,-0.0117
AC012531.6,2,-0.0093
AC087863.2,2,-0.0117
AL158050.2,2,-0.0117
AL158050.1,4,-0.0116
AC012531.3,2,-0.0117
AC012531.2,2,-0.0117
AC012531.5,2,-0.0117
AC087863.1,2,-0.0117
AC012531.4,2,-0.0053
PDX1,4,-0.0117
AC012531.1,2,-0.0091
MIR139,2,-0.0117
AC008175.2,NA,-0.0117
AC008175.1,NA,-0.0117
AC126407.1,2,-0.0112
MIR145,2,0.0134
MIR144,2,-0.0117
RNU4-8P,2,-0.0110
MIR143,2,-0.0117
MIR142,2,-0.0117
AL358933.1,2,-0.0116
MIR141,2,-0.0111
MIR140,2,-0.0099
ERVH48-1,3,-0.0113
AC107884.1,2,-0.0111
AC107884.2,2,-0.0114
AC239809.3,4,-0.0117
MIR545,2,-0.0117
MIR555,4,-0.0117
U62631.1,3,-0.0117
MIR554,2,-0.0106
MIMT1,3,-0.0117
MIR553,2,-0.0102
MIR552,4,-0.0117
NADK2-AS1,2,-0.0100
AC239809.2,2,-0.0117
AC239809.1,2,-0.0117
AL031577.1,4,-0.0117
AL135929.1,4,-0.0117
AL135929.2,2,-0.0117
AL121823.1,2,-0.0117
PDYN,2,-0.0117
MIR559,4,-0.0117
MIR558,4,-0.0095
MIR557,4,-0.0117
MIR556,2,-0.0117
AC006026.1,3,-0.0117
MIR564,2,-0.0117
MIR563,4,-0.0110
MIR562,4,-0.0114
MIR561,4,-0.0117
AC006026.3,3,-0.0108
AC006026.2,4,-0.0117
AC025162.2,2,-0.0116
AC040934.1,2,-0.0115
RNU6-980P,3,-0.0117
AC025162.1,2,-0.0117
MEAF6,4,0.0001
MIR569,2,-0.0062
MIR568,2,-0.0117
MIR567,2,-0.0117
MIR577,3,-0.0117
MIR576,3,-0.0098
MIR575,3,-0.0117
MIR574,2,-0.0079
MIR573,2,-0.0082
MIR572,2,-0.0117
MIR571,2,-0.0117
MIR570,2,0.0029
NRAD1,2,-0.0117
RNU6-983P,4,-0.0117
AC102797.1,3,-0.0117
AC241520.1,3,-0.0114
AC239799.2,4,-0.0099
AC239799.1,4,-0.0117
MIR579,2,-0.0117
AC102797.2,2,-0.0117
MIR578,2,-0.0117
MIR588,2,-0.0117
MLLT11,2,-0.0097
ASS1P3,2,-0.0117
MLLT10,3,-0.0026
ASS1P2,2,-0.0115
MIR587,2,-0.0117
MIR586,4,-0.0117
ASS1P1,2,-0.0117
MIR585,2,-0.0111
TRPC6P,NA,-0.0117
ASS1P7,2,-0.0117
MIR584,2,-0.0114
ASS1P6,NA,-0.0117
MIR583,2,-0.0117
MIR582,2,-0.0117
ASS1P5,3,-0.0112
ASS1P4,2,-0.0117
MIR581,2,-0.0109
MIR580,2,-0.0114
ASS1P9,2,-0.0117
ASS1P8,2,-0.0117
RNU6-982P,3,-0.0117
AC108724.1,2,-0.0117
AC108724.2,2,-0.0117
MIR508,2,-0.0117
MIR507,2,-0.0117
MIR506,3,-0.0117
MIR505,3,-0.0098
MIR504,2,-0.0117
MIR503,3,-0.0095
LITAF,3,0.0275
MIR502,3,-0.0117
MIR501,2,-0.0117
MIR511,3,-0.0117
MIR510,3,-0.0117
AC007834.2,2,-0.0115
AC018892.3,4,-0.0117
AC018892.2,2,-0.0117
AL121969.1,NA,-0.0117
AC007834.1,2,-0.0116
AC016251.1,5,-0.0114
SUMF2,3,0.1114
SUMF1,2,0.0235
MIR522,2,-0.0117
FAM183BP,3,-0.0117
RNU4-1,2,0.3994
AL353152.2,NA,-0.0117
AL353152.1,4,-0.0117
IFNG-AS1,2,-0.0117
MIR527,3,-0.0117
AC090124.1,2,-0.0117
U85056.1,2,-0.0117
FSTL1,2,0.5768
MIR525,2,-0.0117
MIR524,2,-0.0117
FSTL4,2,-0.0117
MIR523,3,-0.0117
AC090124.2,2,-0.0117
FSTL3,2,0.0211
FSTL5,2,-0.0117
MIR532,3,-0.0117
CARNS1,2,-0.0113
AC008569.1,3,-0.0117
DLG2-AS2,2,-0.0117
AC009158.1,3,-0.0117
AC008569.2,3,-0.0116
AC016397.2,2,-0.0111
AC012535.1,NA,-0.0117
AC016397.1,2,-0.0112
MEAK7,2,-0.0049
MIR539,4,-0.0073
AL592295.2,2,-0.0117
AL592295.1,2,-0.0116
ARF1P3,4,-0.0117
ARF1P2,2,-0.0115
MIR543,4,-0.0114
ARF1P1,4,-0.0117
MIR542,3,-0.0114
MIR541,4,-0.0079
AL592295.4,4,-0.0110
AL592295.3,4,-0.0114
AL592295.6,4,-0.0078
AL592295.5,4,-0.0116
ZNF699,2,-0.0078
AL158198.2,4,-0.0117
ZNF697,2,0.0015
AL158198.1,2,-0.0117
ZNF696,4,-0.0093
RNU4-2,2,1.1265
ZNF695,2,-0.0115
FAM183DP,2,-0.0117
PECR,2,-0.0064
ZNF692,5,-0.0074
ZNF691,4,-0.0050
RNF126P1,2,-0.0117
ZNF689,2,-0.0051
ZNF688,2,-0.0062
ZNF687,2,-0.0022
ZNF684,4,-0.0098
ZNF683,2,-0.0117
ZNF682,3,-0.0099
ZNF681,3,-0.0110
ZNF680,4,-0.0071
AC073429.2,2,-0.0117
AC073429.1,2,-0.0117
ACAP3,2,-0.0045
ACAP2,3,0.0138
ACAP1,2,-0.0104
ZNF679,3,-0.0117
ZNF678,2,-0.0104
ZNF677,2,-0.0097
ZNF676,3,-0.0116
ZNF675,2,-0.0097
PVALB,2,-0.0117
ZNF674,2,-0.0102
ZNF672,2,-0.0022
LINC02100,2,-0.0113
ZNF671,3,-0.0025
AL133230.1,2,-0.0104
ZNF670,2,-0.0105
LINC02102,2,-0.0117
LINC02101,2,-0.0117
PEF1,4,0.0453
AL049765.2,4,-0.0117
THADA,2,-0.0052
ACAT2,2,0.0369
ACAT1,2,0.0127
AL137190.1,4,-0.0117
CNNM3-DT,4,-0.0107
ZNF669,4,-0.0032
AL049765.1,4,-0.0117
AL365205.1,4,-0.0116
ZNF668,2,-0.0073
ZNF667,3,-0.0091
NDUFB10P2,4,-0.0117
ZNF665,2,-0.0103
NDUFB10P1,2,-0.0117
AL365205.4,2,-0.0117
ZNF664,2,0.0208
AL365205.3,2,-0.0117
AL365205.2,4,-0.0117
ZNF662,2,-0.0107
ZNF660,2,-0.0105
AC005775.1,3,-0.0116
AC018892.1,4,-0.0117
PIGQP1,2,-0.0117
ZNF658,2,-0.0086
ZNF655,3,0.0156
ZNF654,2,-0.0001
ZNF653,2,-0.0104
ZNF652,2,-0.0069
AC145625.2,NA,-0.0117
AC145625.1,4,-0.0117
AC240442.1,3,-0.0117
SUMO4,4,-0.0114
NRARP,3,-0.0116
AL157369.1,4,-0.0115
MIR924HG,3,-0.0117
AP003179.1,2,-0.0117
MIR23AHG,2,-0.0030
AC004790.2,3,-0.0117
SUMO1,4,0.0844
ZNF649,2,-0.0085
SUMO3,3,0.0529
ZNF648,2,-0.0117
SUMO2,2,0.0438
ZNF646,2,-0.0038
ZNF644,4,0.0111
AC091193.1,4,-0.0117
ZNF641,2,-0.0034
ZNF37CP,2,-0.0115
AC074257.1,3,-0.0117
OVGP1,4,-0.0109
AC009408.1,2,-0.0117
PEG3,2,-0.0113
GKN1,4,-0.0117
C2orf92,4,-0.0112
GKN2,2,-0.0117
AC093844.1,2,-0.0117
ZNF639,2,-0.0013
ZNF638,4,0.0209
ZNF37BP,2,-0.0055
NFYAP1,2,-0.0117
ZNF630,3,-0.0106
AC103876.1,2,-0.0114
C2orf81,2,-0.0116
C2orf80,4,-0.0117
C2orf83,4,-0.0115
RIPOR3-AS1,4,-0.0117
CKMT2,2,-0.0098
C2orf88,4,-0.0114
ZNF629,2,0.0061
ZNF628,2,-0.0106
ZNF627,3,0.0057
ZNF626,2,-0.0094
ZNF625,2,-0.0115
CDC37L1,2,0.0108
ZNF624,2,-0.0074
ZNF623,4,0.0010
ZNF622,2,0.0854
ZNF621,2,-0.0018
ZNF620,4,-0.0080
C2orf72,2,-0.0117
AC107396.1,3,-0.0117
C2orf78,2,-0.0117
AC004790.1,2,-0.0117
OR5BC1P,2,-0.0117
AC008663.3,2,-0.0117
AC079880.1,2,-0.0117
AC008663.2,2,-0.0116
AC008663.1,2,-0.0114
ZNF619,4,-0.0078
RSL1D1-DT,3,-0.0109
C2orf74,2,-0.0111
ZNF618,2,-0.0054
C2orf73,2,-0.0116
AC079880.2,3,-0.0114
ZNF616,3,-0.0018
C2orf76,4,-0.0024
ZNF615,3,-0.0039
ZNF614,3,-0.0041
ZNF613,3,-0.0069
ZNF611,3,-0.0063
AC105053.1,4,-0.0114
ZNF610,3,-0.0086
LINC02045,2,-0.0117
AC015819.5,NA,-0.0117
LINC02044,4,-0.0117
AC015819.4,NA,-0.0117
AC141557.2,2,-0.0116
LINC02047,2,-0.0117
LINC02046,2,-0.0117
AC141557.1,2,-0.0116
LINC02041,2,-0.0117
AC015819.1,2,-0.0117
LINC02040,4,-0.0117
LINC02043,2,-0.0114
AC015819.3,2,-0.0117
LINC02042,4,-0.0117
AC015819.2,3,-0.0116
AC073522.1,2,-0.0117
GCAWKR,2,-0.0117
SRGAP2D,4,-0.0074
SRGAP2C,4,-0.0067
C2orf66,4,-0.0116
C2orf69,4,-0.0023
C2orf68,4,-0.0063
ZNF729,2,-0.0117
ZNF728,3,-0.0116
ZNF727,3,-0.0101
ZNF726,2,-0.0115
ZNF724,3,-0.0110
ZNF723,3,-0.0117
ZNF721,2,-0.0064
ZNF720,2,-0.0087
LINC02038,3,-0.0117
LINC02037,2,-0.0117
PELO,2,0.0270
SRGAP2B,4,-0.0101
LINC02039,2,-0.0116
LINC02034,NA,-0.0117
LINC02033,4,-0.0115
LINC02036,2,-0.0117
LINC02035,2,-0.0067
LINC02030,2,-0.0117
PHYKPL,2,-0.0030
LINC02032,4,-0.0117
LINC02031,2,-0.0117
C2orf50,2,-0.0117
THAP2,2,-0.0105
THAP1,4,-0.0064
THAP4,2,0.0231
THAP3,2,-0.0032
THAP6,2,-0.0071
OR5BB1P,2,-0.0117
ZNF718,2,-0.0091
THAP5,4,-0.0003
AC004551.1,2,-0.0117
ZNF717,4,-0.0089
THAP8,3,-0.0064
THAP7,5,0.0017
ZNF716,4,-0.0117
ZNF714,2,-0.0102
THAP9,2,-0.0100
ZNF713,4,-0.0115
ZNF711,2,-0.0117
ZNF710,5,-0.0071
LINC02027,4,-0.0117
LINC02026,3,-0.0117
LINC02029,4,-0.0116
LINC02028,2,-0.0117
LINC02067,4,-0.0117
AC010867.1,2,-0.0117
LINC02066,2,-0.0112
LINC02069,4,-0.0117
LINC02068,2,-0.0117
AC004947.1,4,-0.0117
LINC02063,2,-0.0117
AC004947.3,NA,-0.0117
LINC02065,2,-0.0117
AC004947.2,3,-0.0117
LINC02064,2,-0.0117
LINC02061,2,-0.0117
LINC02060,2,-0.0117
APH1A,4,0.0573
ZNF709,2,-0.0116
ZNF708,3,-0.0079
APH1B,5,0.0096
ZNF707,2,-0.0101
ZNF706,4,-0.0067
CDC37P1,2,-0.0117
ZNF704,2,-0.0108
PENK,4,-0.0115
ZNF703,4,-0.0091
C2orf42,4,-0.0024
ZNF701,3,-0.0084
ZNF700,3,-0.0031
AC096736.3,2,-0.0117
CDC37P2,3,-0.0117
AC096736.2,2,-0.0117
C2orf49,4,0.0034
AC005045.2,3,-0.0117
LINC02059,2,-0.0117
AC096736.1,2,-0.0117
AC005045.1,3,-0.0117
LINC02056,2,-0.0116
LINC02055,4,-0.0117
LINC02058,2,-0.0115
GDNF-AS1,2,-0.0117
AC018809.3,4,-0.0117
AC018809.2,4,-0.0104
LINC02057,2,-0.0116
INTS1,3,0.0223
LINC02052,4,-0.0117
LINC02051,4,-0.0114
TRIM64DP,2,-0.0117
LINC02054,2,-0.0117
INTS3,2,0.0069
INTS2,2,-0.0054
LINC02053,4,-0.0117
LINC02050,2,-0.0117
AC091839.1,2,-0.0117
AL590002.1,4,-0.0117
TASOR2,3,0.0194
INTS5,2,0.0055
INTS4,2,-0.0035
PEMT,2,-0.0069
INTS7,2,-0.0000
INTS6,4,-0.0064
INTS9,2,-0.0055
AC018809.1,2,-0.0115
LINC02049,4,-0.0117
LINC02048,3,-0.0117
INTS8,2,0.0026
MINCR,2,-0.0077
TMEM151A,2,-0.0115
LINC02000,2,-0.0117
LINC02003,2,-0.0116
TMEM151B,2,-0.0117
LINC02002,2,-0.0117
AL390783.1,3,-0.0117
PEPD,3,0.0262
AC060788.1,2,-0.0117
ACADL,2,-0.0116
AL365204.2,2,-0.0117
AL365204.1,2,-0.0117
VPS35P1,3,-0.0117
ACADM,4,0.0047
ACADS,2,-0.0035
AC018413.1,2,-0.0103
AL365204.3,2,-0.0117
ACAD8,2,-0.0039
TMEM150B,3,-0.0117
TMEM150A,4,-0.0006
MINK1,2,0.0039
ACAD9,4,0.0084
TMEM150C,3,-0.0115
KXD1,2,0.0026
MUC5B-AS1,2,-0.0117
C2orf16,4,-0.0110
C2orf15,4,-0.0116
LINC02023,4,-0.0117
LINC02022,2,-0.0117
LINC02025,2,-0.0117
LINC02024,2,-0.0117
LINC02021,4,-0.0114
LINC02020,2,-0.0117
DOT1L,3,-0.0084
AL449105.3,NA,-0.0117
AL449105.2,NA,-0.0117
AL449105.5,NA,-0.0117
AL449105.4,NA,-0.0117
AL449105.1,NA,-0.0117
AL139405.1,2,-0.0115
PERP,4,0.0439
PES1,2,0.0381
LINC02019,4,-0.0107
LINC02016,2,-0.0117
AL139395.1,2,-0.0117
LINC02015,2,-0.0109
LINC02018,3,-0.0117
LINC02017,2,-0.0117
LINC02012,3,-0.0117
AC010627.1,2,-0.0117
LINC02011,4,-0.0117
LINC02014,2,-0.0116
LINC02013,3,-0.0117
AC004707.1,2,-0.0115
LINC02010,4,-0.0117
AC069410.1,2,-0.0117
JAKMIP2-AS1,2,-0.0117
PER2,2,-0.0085
PER1,2,-0.0079
GFI1B,2,-0.0117
PER3,2,-0.0074
PGAM1P13,2,-0.0117
AC009501.2,4,-0.0117
PGAM1P12,2,-0.0117
PGAM1P11,2,-0.0116
AC009501.1,4,-0.0117
PGAM1P10,2,-0.0115
LINC02009,NA,-0.0117
ESYT3,2,-0.0115
LINC02008,2,-0.0117
ESYT2,3,0.1506
AC112198.1,2,-0.0117
ESYT1,2,0.1327
LINC02005,4,-0.0117
AC112198.3,2,-0.0117
LINC02004,2,-0.0116
AC112198.2,2,-0.0117
LINC02006,4,-0.0117
ACAA2,3,0.0023
TRAC,2,-0.0116
AC116611.1,NA,-0.0117
Z98886.1,4,-0.0117
RNU6-977P,2,-0.0117
AL020998.1,2,-0.0117
ACAA1,4,-0.0064
EOMES,2,-0.0117
AC092427.1,4,-0.0117
AL358934.1,2,-0.0117
RNU6-976P,4,-0.0117
AC128707.1,3,-0.0117
AC146944.2,2,-0.0115
OSMR-DT,2,-0.0105
PHACTR3-AS1,2,-0.0117
AC146944.1,2,-0.0112
AC108725.1,4,-0.0116
AC108475.1,2,-0.0117
AC138420.1,NA,-0.0117
ACACB,2,-0.0103
ACACA,2,0.0280
ARMC10P1,2,-0.0115
BET1P1,4,-0.0117
RNU6-979P,4,-0.0110
TMEM14EP,4,-0.0082
TRDC,2,-0.0117
IL1R1-AS1,4,-0.0107
FAM95C,2,-0.0117
TMEM14DP,2,-0.0116
AL158207.1,2,-0.0113
IL17REL,2,-0.0117
RNU6-978P,2,-0.0117
AL158207.2,2,-0.0112
MARK2P4,2,-0.0117
MARK2P6,2,-0.0117
MARK2P5,2,-0.0117
MARK2P8,4,-0.0100
CAMTA1-IT1,4,-0.0117
MARK2P9,2,-0.0116
LINC02089,2,-0.0117
LINC02088,2,-0.0117
TRIM64EP,2,-0.0117
LINC02085,2,-0.0116
LINC02084,2,-0.0114
TREH,2,-0.0105
LINC02087,2,-0.0117
LINC02086,2,-0.0117
LINC02080,2,-0.0116
LINC02082,2,-0.0117
AC004217.1,2,-0.0115
AL357127.1,2,-0.0117
AC004217.2,2,-0.0117
AL357127.2,NA,-0.0117
RNU6-973P,3,-0.0117
ZNF385C,2,-0.0116
ZNF385B,4,-0.0117
HORMAD2,5,-0.0117
HORMAD1,4,-0.0116
ZNF385D,4,-0.0117
AC092667.1,4,-0.0117
ZNF385A,2,-0.0113
BCKDHA,3,-0.0116
LINC02078,2,-0.0117
KRT222,2,-0.0117
LINC02077,4,-0.0117
LINC02079,2,-0.0117
TRIM64FP,2,-0.0117
LINC02074,2,-0.0117
LINC02073,2,-0.0117
LINC02076,2,-0.0116
LINC02075,2,-0.0117
BCKDHB,2,-0.0043
LINC02070,4,-0.0117
PEX2,2,0.0098
LINC02071,2,-0.0117
PEX1,4,-0.0017
GPCPD1,2,0.0060
TCTE1,4,-0.0116
TRDN,2,-0.0117
MIR489,4,-0.0117
PEX7,4,-0.0072
NUBPL-DT,4,-0.0116
MIR488,4,-0.0117
ARNILA,4,-0.0117
MIR485,2,-0.0117
AL583852.1,2,-0.0117
MIR484,3,-0.0117
PEX3,2,0.0032
MIR483,2,-0.0117
PEX6,4,0.0006
PEX5,2,0.0093
RNU6-972P,3,-0.0117
FAM99A,2,-0.0117
OR1R1P,2,-0.0117
AL359764.2,4,-0.0105
AL359764.1,NA,-0.0117
AL359764.3,NA,-0.0115
MIR498,3,-0.0117
MIR497,2,-0.0117
MARVELD2,2,-0.0101
AL512283.3,2,-0.0117
MIR496,2,-0.0078
AL512283.2,2,-0.0117
MARVELD1,2,0.0728
MIR495,2,-0.0114
MIR494,4,-0.0094
AL512283.1,2,-0.0117
MIR493,2,-0.0111
MARVELD3,2,-0.0116
MIR492,2,-0.0117
MIR491,2,-0.0073
RNU6-975P,4,-0.0112
MIR490,3,-0.0117
FAM99B,2,-0.0117
LINC02099,4,-0.0117
LINC02096,2,-0.0117
OR11I1P,4,-0.0117
LINC02098,2,-0.0117
LINC02097,2,-0.0117
LINC02092,2,-0.0117
LINC02091,2,-0.0117
LINC02094,2,-0.0116
LINC02093,2,-0.0117
LINC02090,2,-0.0117
AC007344.1,3,-0.0117
GOLPH3,2,0.0580
GLB1,4,0.0630
ACTR6P1,3,-0.0117
FAM98C,2,-0.0083
RNU6-974P,3,-0.0117
RANGRF,2,-0.0115
AC116361.1,NA,-0.0117
FAM98B,2,-0.0086
FAM98A,4,0.0099
TRIR,3,0.1005
GUSBP15,2,-0.0112
GUSBP14,2,-0.0110
GUSBP13,2,-0.0117
TRIO,2,0.0235
