"HGNC_Symbol","Cluster"
"INCA1",3
"RNA5SP199",1
"NR0B1",3
"BBIP1",1
"LYZ",3
"NR0B2",3
"FAM220A",1
"EFCC1",3
"FAM224A",1
"MTX1P1",1
"STMN1P2",1
"STMN1P1",1
"PQBP1",3
"AC079248.2",1
"AC079248.1",1
"FAM223B",2
"FAM223A",2
"AC005081.1",1
"AC004492.1",2
"HLA-DPA3",1
"HLA-DPA2",1
"HLA-DPA1",3
"KU-MEL-3",1
"FAM222B",1
"FAM222A",3
"SH3RF3-AS1",1
"AC004888.1",2
"AC010280.3",1
"AC010280.2",1
"Z84478.1",2
"AC010280.1",1
"AL163153.1",1
"DOCK8-AS1",1
"AL357558.3",1
"AL357558.2",1
"DOCK8-AS2",1
"AL357558.1",1
"FAM226B",1
"STYXL2",3
"STYXL1",3
"YTHDF3-DT",2
"TAF11L9",1
"TAF11L8",1
"TAF11L7",1
"ANKIB1",2
"TAF11L6",1
"TAF11L5",1
"TAF11L4",1
"AL035258.1",1
"TAF11L3",1
"FAM225B",1
"ZIK1P1",2
"FAM225A",1
"STXBP5L",3
"FAM224B",1
"AL451065.1",1
"ZNF734P",2
"AC078905.1",1
"HLA-DPB1",3
"PNPLA10P",2
"HLA-DPB2",1
"AL391336.1",1
"AP000577.2",1
"AL391336.2",1
"FAM228A",3
"ANKRD20A18P",1
"AP000577.1",1
"FAM228B",1
"ATCAY",3
"ZNF733P",2
"AL356235.1",2
"OSBP",3
"AC090079.2",1
"AC090079.1",1
"AC013564.1",1
"NCSTNP1",1
"AC004012.1",2
"ANKRD20A19P",1
"FAM227B",1
"FAM227A",2
"MAG",3
"MAF",3
"MAK",3
"RBM14-RBM4",1
"FSCN1",3
"MAL",3
"FSCN3",3
"FSCN2",3
"RNU6-499P",1
"AC015961.1",1
"AL591022.1",1
"AC116552.1",1
"AC015961.2",1
"MAX",3
"MAZ",3
"KRCC1",3
"CNTNAP3C",1
"ZNF731P",1
"RN7SL50P",1
"CNTNAP3B",1
"HACL1",3
"MBP",3
"FAM229B",1
"FAM229A",1
"RN7SL52P",1
"USP6NL-AS1",1
"MCC",3
"AL359955.2",2
"ANKRD20A17P",2
"AL359955.1",1
"AC068630.1",1
"RN7SL51P",1
"AL356475.1",1
"EML2-AS1",1
"AP003464.1",1
"MCU",1
"AP000827.1",1
"EHBP1-AS1",1
"ADD3-AS1",1
"FSD1L",1
"MDK",3
"ME1",3
"ME3",2
"ME2",3
"AP000431.2",1
"COX6B1P7",1
"AP000431.1",1
"RNU6-496P",2
"COX6B1P4",1
"COX6B1P3",2
"RNU6-495P",2
"COX6B1P6",2
"AL355490.2",1
"AL355490.1",1
"COX6B1P5",1
"AC010186.4",1
"COX6B1P2",1
"COX6B1P1",2
"AC010186.1",1
"AC007536.1",1
"AC010186.3",1
"AC008125.1",1
"AC010186.2",1
"AC090912.2",1
"AC090912.1",1
"AC090912.3",1
"AC006947.1",1
"MIR3667HG",2
"MET",3
"OR5BT1P",1
"AC091887.1",1
"AL359715.4",2
"AL359715.3",1
"MFF",3
"AL359715.2",1
"AC004408.1",1
"AL359715.1",2
"AC004408.2",1
"RNU6-498P",1
"AC174469.1",2
"MGA",2
"AC116312.1",1
"PCNX4-DT",1
"RPS12P5",1
"RPS12P4",1
"RPS12P3",1
"RPS12P2",1
"MGP",3
"P4HB",3
"RNU6-497P",1
"AC118758.2",1
"SPON2",3
"OR5BS1P",1
"AC090568.1",2
"SPON1",3
"RN7SL49P",1
"RNU6-492P",1
"AL353093.1",1
"ANKRD20A10P",1
"AC241952.1",1
"AC092725.1",1
"AC118758.1",1
"AL683842.1",1
"Z82170.1",2
"AL391825.1",1
"MIA",3
"RNU6-491P",1
"ANKRD20A11P",1
"NSMCE3",1
"NSMCE2",3
"NSMCE1",3
"MIF",3
"GNPAT",3
"MIP",3
"AC016705.3",1
"AC016705.2",1
"AC016705.1",1
"RNU6-494P",1
"AC099671.1",1
"AL603825.1",1
"RN7SL47P",1
"AL135978.1",1
"AC025594.2",2
"AC025594.1",2
"RNU6-493P",2
"IGKV3-7",1
"RN7SL48P",1
"RPS26P19",1
"RPS26P18",2
"RPS26P15",1
"RPS26P13",1
"AC019205.1",1
"COL9A1",3
"RPS26P11",1
"COL9A3",3
"MKX",3
"COL9A2",3
"RCOR3",3
"RCOR2",3
"RCOR1",1
"FKBP11",3
"FKBP10",3
"AC093799.1",2
"AL589986.2",1
"FKBP15",2
"DOC2A",3
"MOGAT3",3
"MOGAT2",2
"FKBP14",3
"MOGAT1",3
"AC006458.1",1
"DOC2B",1
"BMI1",3
"AL163642.2",1
"AL163642.1",1
"RN7SL45P",1
"MLN",3
"AC138028.1",1
"AC138028.3",1
"AC138028.2",1
"MLX",3
"AC138028.5",1
"AC138028.4",1
"AC138028.6",1
"AL589986.1",1
"PDZK1P1",1
"ANKDD1B",3
"TMC3-AS1",1
"ANKDD1A",3
"MME",3
"MMD",3
"OSMR",3
"PDE4DIPP10",1
"MN1",3
"FO393413.1",2
"AL031386.1",2
"RABGAP1",3
"RNU6-490P",1
"RN7SL43P",2
"AP005131.4",1
"AP005131.3",1
"AP005131.2",1
"AP005131.1",1
"AL358876.2",1
"YWHAZP10",1
"AC133919.2",1
"AC133919.1",1
"MNT",1
"AL358876.1",1
"AP005131.5",1
"AC011995.2",1
"AC011995.1",1
"AC093809.1",1
"OR51A9P",1
"MOG",3
"RAB1AP2",1
"RAB1AP1",1
"MOK",3
"AC097372.1",1
"RN7SL44P",1
"AC104763.2",1
"AC097372.3",1
"AC097372.2",1
"AC104763.1",1
"FKBP1A",3
"MOS",3
"FKBP1C",1
"FKBP1B",3
"ADGB-DT",2
"CTCF-DT",1
"OR51A8P",1
"PLVAP",3
"RNA5SP103",1
"RNA5SP102",1
"MPG",3
"RNA5SP101",1
"MPI",3
"RNA5SP100",1
"MPL",3
"RNA5SP107",1
"FAM21FP",1
"RNA5SP106",1
"WBP1L",1
"RNA5SP105",1
"RNA5SP104",1
"MPO",3
"RNA5SP109",1
"RNA5SP108",1
"AC068870.2",1
"AC068870.1",1
"AC068870.4",1
"STEAP2-AS1",2
"OR51A10P",1
"AC068870.3",1
"MPZ",3
"AC083795.1",1
"OSR2",2
"AC083795.2",1
"OSR1",3
"WBP11",3
"MR1",3
"FAM21EP",1
"AC074052.2",1
"AC074052.1",1
"LY86-AS1",1
"RNA5SP121",1
"RNA5SP120",1
"UTP25",1
"RNA5SP125",1
"RNA5SP124",1
"RNA5SP123",1
"UTP23",2
"OR51A6P",1
"RNA5SP122",1
"RNA5SP129",1
"RNA5SP128",1
"AC005726.1",1
"SCIRT",2
"RNA5SP127",1
"MRO",3
"RNA5SP126",1
"AC005726.3",1
"AC005726.2",1
"AC005726.4",1
"RAB4B-EGLN2",1
"TAC4",3
"UTP20",3
"TAC3",3
"MSC",3
"TAC1",3
"RNA5SP110",1
"OST4",2
"ZFHX3",1
"ZFHX2",1
"ARPIN-AP3S2",1
"RNA5SP114",1
"LIX1L-AS1",1
"RNA5SP113",1
"OR51A5P",1
"RNA5SP112",1
"RNA5SP111",1
"RNA5SP118",1
"MSN",3
"RNA5SP117",1
"RNA5SP116",1
"SHISAL1",3
"RNA5SP115",1
"MT4",3
"MT3",3
"ZFHX4",2
"BMP7",3
"ANKHD1",3
"BMP6",3
"RNA5SP119",1
"BMP5",3
"BMP4",3
"BMP3",3
"BMP2",3
"BMP1",3
"OSTC",3
"AC011755.1",1
"TAB3",3
"AC005476.1",1
"TPRKBP2",1
"TAB2",3
"OSTN",3
"TPRKBP1",1
"TAB1",1
"LSM14B",3
"LSM14A",3
"AC005476.2",1
"OR5M7P",1
"RNA5SP143",1
"RNA5SP142",1
"RNA5SP141",1
"RNA5SP140",1
"RNA5SP147",1
"RNA5SP146",1
"AC023024.2",1
"RNA5SP145",1
"RNA5SP144",1
"AC023024.1",1
"MTR",1
"RNA5SP149",1
"RNA5SP148",1
"AC006062.1",1
"AC004982.2",1
"AC004982.1",1
"RPS26P28",1
"RPS26P24",1
"RPS26P21",1
"LRRFIP2",3
"RPS26P20",1
"LRRFIP1",3
"AC093903.1",1
"RNA5SP150",1
"KRTAP10-1",3
"HS3ST3B1",3
"UTP15",1
"RNA5SP132",1
"RNA5SP131",1
"RNA5SP130",1
"UTP11",3
"OR51A3P",1
"RNA5SP136",2
"RNA5SP135",2
"CD177P1",2
"RNA5SP134",2
"RNA5SP133",1
"RNA5SP139",1
"RNA5SP138",1
"RNA5SP137",1
"UTP18",3
"RPS26P39",1
"RPS26P38",1
"AP000920.1",1
"RPS26P35",2
"RPS26P34",2
"SPOPL",1
"MVD",3
"RPS26P31",2
"RPS26P30",1
"RNA5SP165",1
"AC083805.1",1
"RNA5SP164",1
"HEPN1",1
"RNA5SP163",1
"MVK",3
"RNA5SP162",2
"RNA5SP169",1
"RNA5SP168",1
"RNA5SP167",1
"MVP",3
"RNA5SP166",1
"TAF9",3
"FKTN-AS1",1
"AC083805.3",1
"AC074198.1",1
"AC083805.2",1
"SRD5A1P1",2
"RPS26P49",1
"RPS26P48",1
"RPS26P47",1
"BMS1",1
"RPS26P45",2
"RPS26P43",1
"RPS26P42",1
"OR51A1P",1
"RPS26P41",1
"AC012103.1",2
"RNA5SP172",1
"RPS26P40",1
"RNA5SP171",1
"RNA5SP170",1
"KRTAP10-3",3
"RNA5SP154",1
"RNA5SP153",1
"AL449403.3",1
"KRTAP10-2",3
"KRTAP10-5",3
"RNA5SP152",1
"AL449403.2",1
"RNA5SP151",1
"KRTAP10-4",3
"AL449403.1",1
"KRTAP10-7",3
"RNA5SP158",1
"AL353583.1",1
"KRTAP10-6",3
"RNA5SP157",1
"KRTAP10-9",3
"RNA5SP156",1
"MX2",3
"KRTAP10-8",3
"RNA5SP155",1
"MX1",3
"AC005330.1",1
"RNA5SP159",1
"ESRRAP2",1
"AC093893.1",1
"SCIMP",3
"ESRRAP1",1
"AP001652.1",1
"AC073464.1",1
"RPS26P58",1
"RPS26P57",2
"BMT2",1
"RPS26P56",2
"AC073464.2",1
"RPS26P55",1
"TAF8",1
"RPS26P54",1
"HOXD-AS2",1
"TAF7",3
"TAF6",3
"TAF5",1
"RPS26P52",1
"TAF4",1
"RNA5SP161",1
"RNA5SP160",1
"TAF3",1
"TAF2",2
"TAF1",3
"AL590434.1",1
"AL357559.1",1
"TPGS1",1
"TPGS2",3
"MYC",3
"MYB",3
"AC096543.2",1
"SUCLA2-AS1",1
"AC096543.1",1
"RNA5SP297",1
"NKX2-8",3
"RNA5SP296",1
"RNA5SP295",1
"NKX2-6",1
"RNA5SP294",1
"RNA5SP299",1
"RNA5SP298",1
"AL451064.2",1
"FAM230D",2
"AL451064.1",1
"FAM230C",1
"FAM230B",2
"FAM230A",2
"FAM230H",2
"FAM230G",2
"FAM230F",1
"FAM230E",1
"FAM230J",2
"AC000089.1",2
"FAM230I",2
"CU104787.1",1
"AC010531.3",1
"AL021878.4",2
"AC010531.2",1
"AC010531.1",1
"AC091304.10",1
"AC010531.7",1
"AC010531.6",1
"AC010531.5",1
"AC091010.1",1
"AC010531.4",1
"AC010531.8",1
"AP002387.1",1
"AL138720.1",1
"NKX2-1",3
"NKX2-5",3
"AC026433.1",1
"NKX2-4",3
"AC024581.2",1
"AC024581.1",1
"NKX2-3",3
"NKX2-2",3
"FZD1",3
"WNT10B",3
"DNAH12",3
"DNAH11",3
"FZD3",3
"WNT10A",3
"DNAH10",3
"FZD2",3
"SLC12A9-AS1",2
"FZD5",3
"DNAH17",2
"FZD4",2
"FZD7",3
"DNAH14",1
"FZD6",3
"FZD9",3
"FZD8",3
"AC091646.1",1
"AL160262.1",2
"ODAPH",3
"AC018462.2",1
"AC018462.1",1
"AP002001.1",1
"AP002001.3",1
"AP002001.2",1
"FAM236B",2
"FAM236A",3
"AL442636.1",1
"MYL6BP1",1
"FAM234B",1
"FAM234A",3
"TAL2",3
"TAL1",3
"AC009682.1",2
"TANK",3
"FAM238C",1
"FAM238B",1
"FAM238A",1
"NKAPP1",1
"AC004491.1",2
"LINC-PINT",2
"AC010677.2",1
"AC010677.1",1
"WASHC3P1",2
"TCAIM",1
"GUCA2B",3
"FAM237B",2
"FAM237A",3
"GUCA2A",3
"FAM236D",2
"FAM236C",2
"EEF1AKMT4",3
"AC009108.4",1
"AC009108.3",1
"AC009108.2",1
"LAMTOR2",3
"AC009108.1",1
"LAMTOR1",3
"AC018618.2",1
"LAMTOR4",3
"AC018618.1",1
"EEF1AKMT3",1
"EEF1AKMT2",1
"LAMTOR3",3
"EEF1AKMT1",1
"LAMTOR5",3
"GUCA1B",3
"GUCA1A",3
"RN7SL41P",2
"GUCA1C",3
"RN7SL40P",1
"MACROD1",3
"MACROD2",3
"AL157762.1",1
"NBN",2
"LZTS2",3
"LZTS1",3
"LZTS3",1
"CDH18-AS1",1
"TAP2",3
"TAP1",3
"AC027020.2",1
"RN7SL42P",1
"AC027020.1",1
"AL591419.1",1
"AC019197.1",1
"AC097528.1",1
"NCL",3
"NKAPD1",1
"AC093063.1",1
"ERICH3-AS1",1
"KRBA2",3
"KRBA1",1
"AL513218.2",1
"AL513218.1",1
"NDN",3
"NDP",3
"AC013565.1",1
"NEB",3
"AC013565.3",1
"AC013565.2",1
"BRCA1P1",1
"NF1",2
"NF2",3
"LZTR1",3
"NES",3
"BNC2",2
"BNC1",3
"AL117344.2",1
"AL117344.1",1
"AC062022.1",1
"AC062022.2",1
"MPHOSPH6P1",1
"AL109983.1",1
"PGPEP1",1
"TASL",3
"NAV2-AS6",1
"NAV2-AS5",1
"NAV2-AS4",1
"NAV2-AS3",1
"NAV2-AS2",1
"NAV2-AS1",1
"NGB",3
"VSTM2L",3
"NGF",3
"AC068631.1",1
"RPS11P5",1
"AC114980.1",1
"RPS11P7",1
"VSTM2A",3
"RPS11P1",1
"AC068631.3",1
"VSTM2B",1
"AC068631.2",1
"AC024341.1",1
"AC069366.2",1
"AC069366.1",1
"AC007381.1",1
"AC110921.1",1
"FZR1",3
"AL356234.3",1
"AL356234.2",1
"AL356234.1",1
"NHS",3
"PAXIP1-AS2",2
"EEF1B2P4",1
"UGGT2",1
"EEF1B2P3",1
"UGGT1",3
"EEF1B2P2",1
"EEF1B2P1",1
"AC015720.2",1
"EEF1B2P8",1
"AC015720.1",1
"AC112243.1",1
"EEF1B2P7",1
"EEF1B2P6",2
"EEF1B2P5",2
"ARMCX5-GPRASP2",1
"EGFLAM-AS4",1
"AC138853.1",1
"EGFLAM-AS3",1
"EGFLAM-AS2",1
"AC007537.1",1
"EGFLAM-AS1",1
"AP003715.1",1
"NIN",3
"BRI3P3",1
"BRI3P2",1
"BRI3P1",1
"AF230666.1",2
"RBM26-AS1",1
"IMPA1P1",2
"RN7SL37P",1
"AL445675.2",1
"AL445675.1",1
"HABP4",3
"HABP2",3
"AF230666.2",2
"RN7SL38P",1
"C21orf91-OT1",1
"AC083900.1",1
"COL8A2",3
"IGKV4-1",1
"COL8A1",3
"MIR3179-4",1
"AC090819.1",2
"MIR3179-3",1
"MTARC2",3
"MTARC1",3
"MIR3179-2",1
"MIR3179-1",1
"AC012488.2",1
"AC012488.1",1
"AC006459.1",1
"NLK",2
"RN7SL35P",2
"AC016694.1",1
"NLN",1
"OTOA",3
"OTOG",1
"OTOF",3
"NMB",3
"IGHVII-53-1",1
"NMI",1
"AC008124.1",1
"RN7SL36P",1
"KCND3-IT1",1
"NMS",3
"NMU",3
"TMEM11-DT",1
"AC093414.1",1
"TAGAP-AS1",1
"RN7SL33P",1
"AL513217.1",1
"AC005725.1",1
"CTAGE13P",1
"RPTOR",3
"AC131953.2",1
"CTAGE14P",1
"AC131953.1",1
"NNT",3
"NOG",3
"AL132986.1",1
"KREMEN1",2
"AC091980.2",1
"AC091980.1",1
"KREMEN2",3
"OTOS",2
"AC023513.1",1
"CTAGE12P",1
"MIOS-DT",1
"OTOR",3
"RN7SL34P",1
"RASGRP3-AS1",2
"AC019206.1",1
"AC011754.2",1
"AP003465.2",2
"AP003465.1",2
"AC004158.1",1
"AC011754.1",1
"NPB",3
"AL589987.2",2
"AL589987.1",2
"RNA5SP202",1
"RNA5SP201",1
"RNA5SP200",1
"CXCR5",3
"RNA5SP206",1
"TAF9P3",1
"RNA5SP205",1
"TAF9P2",1
"CXCR4",3
"TAF9P1",1
"RNA5SP204",1
"NPL",3
"RNA5SP203",1
"CXCR6",3
"RNA5SP209",1
"RNA5SP208",1
"AC092724.1",1
"RNA5SP207",2
"CTAGE11P",1
"NPS",3
"AC134508.2",1
"AC134508.1",2
"NPW",3
"CXCR1",3
"CXCR3",3
"NPY",3
"CXCR2",3
"AL137789.1",1
"AL137789.2",1
"RN7SL32P",1
"CTAGE10P",1
"FO393414.3",1
"AC097527.1",1
"AC021451.2",1
"AC021451.1",2
"AC021451.3",1
"FO393414.2",1
"CEACAM22P",2
"FO393414.1",1
"RNA5SP220",1
"AC018712.2",1
"AC018712.1",1
"RNA5SP224",2
"RNA5SP223",1
"RNA5SP222",1
"NRK",2
"RNA5SP221",2
"TTTY4",1
"NRM",3
"RNA5SP228",1
"TTTY3",1
"NRL",3
"RNA5SP227",1
"RNA5SP226",1
"TTTY2",1
"TTTY1",1
"RNA5SP225",1
"AC083806.3",1
"AC083806.2",1
"RNA5SP229",1
"AC083806.1",1
"AL049812.2",1
"AL049812.1",1
"TTTY8",1
"TTTY7",1
"TTTY6",1
"AL049812.3",1
"TTTY5",1
"DLG5-AS1",1
"NSF",3
"RNA5SP213",1
"RNA5SP212",2
"SPNS3",3
"RNA5SP211",2
"AP004782.1",1
"SPNS2",3
"RNA5SP210",2
"RNA5SP217",2
"RNA5SP216",1
"RNA5SP215",2
"WRNIP1",3
"RNA5SP214",1
"RNA5SP219",1
"AC093894.2",1
"AC093894.1",1
"RNA5SP218",2
"AC021701.1",1
"AL672032.1",2
"SPNS1",3
"AC144450.1",1
"RNA5SP242",2
"OR51B8P",1
"RNA5SP241",2
"RNA5SP240",2
"RNA5SP246",2
"RNA5SP245",2
"NTM",3
"RNA5SP244",2
"RNA5SP243",2
"RNA5SP249",2
"RNA5SP248",2
"RNA5SP247",2
"NTS",3
"CTAGE16P",1
"AL162719.1",1
"AC098595.1",1
"OTX2",3
"OTX1",3
"OSGEPL1-AS1",1
"RNA5SP231",2
"RNA5SP230",1
"RNA5SP235",2
"RNA5SP234",2
"RNA5SP233",2
"RNA5SP232",2
"TBCD",3
"RNA5SP239",2
"TBCC",3
"RNA5SP238",2
"RNA5SP237",2
"TBCB",3
"RNA5SP236",2
"TBCA",3
"AC074051.3",1
"TBCK",1
"AC074051.2",1
"AC074051.1",1
"AC100805.1",1
"TBCE",3
"RNA5SP264",1
"DOCK6",1
"CXCL6",3
"DOCK5",2
"RNA5SP263",1
"RNA5SP262",1
"CXCL9",3
"DOCK4",2
"EMSY-DT",1
"RNA5SP261",1
"CXCL8",3
"DOCK3",2
"RNA5SP268",2
"DOCK9",2
"NVL",3
"RNA5SP267",2
"SPO11",3
"DOCK8",3
"RNA5SP266",2
"RNA5SP265",2
"DOCK7",3
"LMOD1",3
"FOXP4-AS1",2
"CXCL1",3
"RNA5SP269",2
"CXCL3",3
"CXCL2",2
"LMOD3",2
"CXCL5",3
"LMOD2",3
"RHBDF1P1",1
"MRGPRX4",3
"RNA5SP271",2
"RNA5SP270",2
"RNA5SP253",2
"RUBCN",1
"RNA5SP252",1
"RNA5SP251",1
"MRGPRX3",3
"RNA5SP257",1
"RNA5SP256",1
"MRGPRX2",3
"RNA5SP255",1
"MRGPRX1",3
"RNA5SP254",1
"RNA5SP259",1
"AC092964.1",1
"RNA5SP258",1
"AC114490.2",1
"AC114490.1",1
"AC114490.3",1
"AC243919.2",1
"AC243919.1",1
"DOCK2",3
"RNA5SP260",1
"DOCK1",2
"RNA5SP286",1
"RNA5SP285",1
"RNA5SP284",1
"RN7SL39P",1
"PRKAR2B-AS1",2
"RNA5SP283",1
"NXN",3
"RNA5SP289",1
"RNA5SP288",1
"RNA5SP287",1
"AC006063.2",1
"PMF1-BGLAP",1
"AC006063.1",1
"AC006063.4",1
"AC006063.3",1
"AC093904.4",2
"AC093904.3",2
"AC093904.2",2
"AC093904.1",2
"OR51B3P",1
"RNA5SP293",1
"RNA5SP292",1
"AC138123.2",1
"AC138123.1",1
"RNA5SP291",1
"RNA5SP290",1
"RNA5SP275",2
"RNA5SP274",2
"RNA5SP273",2
"RNA5SP272",2
"RNA5SP279",1
"RNA5SP278",2
"RNA5SP277",2
"RNA5SP276",2
"NYX",3
"AL138960.1",1
"AL138960.2",1
"RNA5SP282",1
"RNA5SP281",1
"RNA5SP280",1
"LINC01871",1
"LINC01870",1
"AC022433.1",1
"SEPTIN14P12",1
"TBK1",3
"LINC01869",1
"AL672277.1",1
"LINC01866",1
"RNU6-436P",1
"SEPTIN14P19",1
"LINC01865",1
"LINC01868",1
"SEPTIN14P17",2
"LINC01867",1
"LINC01861",1
"LINC01864",1
"AC024580.2",1
"LINC01863",1
"AC024580.1",1
"KCNQ5-DT",1
"AC004788.1",1
"PHKA1",3
"AC100800.1",1
"PHKA2",1
"SEPTIN14P21",1
"LINC01859",1
"LINC01858",1
"C4B-AS1",1
"RN7SL344P",1
"SEPTIN14P24",1
"LINC01855",1
"LINC01854",1
"LINC01857",1
"LINC01856",1
"RNU6-435P",1
"LINC01851",1
"LINC01850",1
"LINC01853",1
"LINC01852",1
"LINC01891",1
"LINC01890",1
"LINC01893",1
"LINC01892",1
"AC108032.1",1
"DOCK9-AS1",1
"RN7SL343P",1
"RNU6-438P",1
"OR51C1P",1
"LINC01888",1
"LINC01887",1
"AC098591.3",1
"C14orf93",1
"AC098591.2",1
"LINC01889",1
"LINC01884",1
"AC098591.1",1
"LINC01883",1
"LINC01886",1
"LINC01885",1
"AC027419.2",2
"LINC01880",1
"MIR4509-3",2
"AC027419.1",2
"LINC01882",1
"MIR4509-2",2
"MIR4509-1",1
"LINC01881",1
"NR2F1",3
"NR2F2",3
"EDDM3DP",1
"NR2F6",3
"AC091987.1",1
"OR1H1P",1
"TBL3",3
"TBL2",3
"RN7SL342P",1
"LINC01877",1
"RNU6-437P",2
"LINC01876",1
"LINC01879",1
"LINC01878",1
"AL136226.1",1
"LINC01873",1
"LINC01872",1
"LINC01875",1
"LINC01874",1
"EDDM3CP",1
"AC123567.2",1
"AC123567.1",1
"PTPN2P1",1
"PTPN2P2",1
"AC010928.3",1
"AC010928.2",1
"TWF1P1",1
"AC010928.1",1
"LINC01829",1
"TWF1P2",2
"RN7SL341P",1
"LINC01826",1
"LINC01825",1
"LINC01828",1
"LINC01827",1
"LINC01822",1
"LINC01821",1
"LINC01824",1
"LINC01823",1
"RNU6-432P",1
"LINC01820",1
"AC026434.1",1
"AJ271736.1",1
"ME2P1",1
"AC093802.1",1
"AC093802.2",1
"LINC01819",1
"LINC01818",1
"RN7SL340P",1
"LINC01815",1
"OAF",3
"LINC01814",2
"LINC01817",1
"LINC01816",1
"LINC01811",1
"LINC01810",1
"AC009107.2",1
"LINC01813",1
"AC009107.1",1
"LINC01812",1
"ERGIC3",3
"ERGIC2",3
"ERGIC1",3
"RNU6-431P",1
"OAT",3
"AC016556.1",1
"AC015967.2",1
"AL133334.1",2
"AL591122.1",1
"AC015967.1",1
"PIGFP1",1
"CXXC1P1",1
"AC092336.1",1
"PIGFP3",1
"PIGFP2",1
"LINC01848",1
"LINC01847",1
"LINC01849",1
"LINC01844",1
"AC099336.2",1
"LINC01843",1
"RNU6-434P",1
"LINC01846",1
"LINC01845",1
"LINC01840",1
"IL12RB1",3
"LINC01842",1
"AC099336.1",1
"IL12RB2",3
"LINC01841",1
"AC009097.4",1
"AC009097.3",1
"CRYM-AS1",1
"AC008852.1",1
"AC009097.2",1
"AC009097.1",1
"COL3A1",3
"PRPF4BP1",2
"LINC01837",1
"LINC01836",1
"LINC01839",1
"LINC01838",1
"OCM",3
"LINC01833",1
"LINC01832",1
"LINC01834",1
"RNU6-433P",1
"LINC01831",1
"LINC01830",1
"TAF1A-AS1",1
"AC079148.2",1
"AC079148.1",1
"AC079148.3",1
"RN7SL77P",1
"LDHAL6EP",1
"AC010678.1",1
"AC138854.1",1
"TBR1",3
"TC2N",3
"RN7SL78P",2
"BX664615.1",1
"LDHAL6FP",1
"INO80C",3
"INO80B",3
"INO80E",3
"TXNDC9",3
"INO80D",1
"AC080078.2",1
"AC006455.7",2
"AC006455.6",2
"AC080078.1",1
"AC006455.8",2
"AC006455.3",2
"AC006455.2",2
"AC006455.5",2
"AC006455.4",2
"RN7SL75P",1
"AC118755.2",1
"FP325313.2",1
"FP325313.1",1
"AC118755.1",1
"AKIRIN2P1",1
"AC006455.1",2
"FP325313.3",1
"AP001065.4",1
"AP001065.3",1
"AP001065.2",1
"AP001065.1",1
"TXNDC2",3
"TXNDC8",3
"RNU6-430P",1
"TXNDC5",3
"AF274858.1",2
"BOD1",3
"FOXD1-AS1",1
"OGA",3
"RN7SL76P",2
"AL591518.1",1
"RPS10P7",1
"RPS10P5",2
"RPS10P9",1
"OGN",3
"CNTROB",3
"AL031731.1",1
"RPS10P3",1
"EPHA1-AS1",2
"RPS10P2",1
"OGT",3
"AL137784.1",2
"LSM3P2",1
"TUBA3GP",2
"C14orf28",1
"AP000477.3",1
"AL355987.6",1
"RN7SL72P",2
"LSM3P4",1
"LSM3P3",1
"LSM3P5",1
"AL355987.1",1
"AP000477.2",1
"CTSL3P",1
"AL355987.5",1
"SMIM10",2
"AL355987.4",1
"AP000477.1",1
"AL355987.3",1
"SMIM12",3
"SMIM11",1
"AL355987.2",1
"SMIM14",3
"SMIM13",1
"SMIM15",3
"MIR486-2",1
"SMIM18",1
"SMIM17",1
"MIR486-1",1
"SMIM19",3
"RN7SL74P",2
"TRBV22OR9-2",1
"C14orf39",1
"AL162424.1",1
"RN7SL73P",1
"AL512330.1",1
"MGC16275",1
"LINC01899",1
"AC008269.2",1
"AC008269.1",1
"LINC01898",1
"C1GALT1P3",2
"LINC01895",1
"SMIM21",3
"LINC01894",1
"SMIM20",1
"SMIM23",1
"C1GALT1P2",1
"LINC01897",1
"C1GALT1P1",2
"SMIM22",1
"LINC01896",1
"SMIM24",1
"SMIM27",1
"SMIM26",1
"SMIM29",3
"SMIM28",1
"AL356575.1",1
"TBXT",3
"BX664615.2",1
"PHKG1",3
"RN7SL70P",1
"PHKG2",3
"SMIM30",2
"SMIM32",1
"SMIM31",1
"LDHAL6CP",1
"SMIM34",1
"SMIM33",1
"SMIM36",1
"AL122018.2",1
"TBX1",3
"SMIM35",1
"AL122018.1",1
"SMIM38",1
"SMIM39",1
"TUBA3FP",2
"TBX6",3
"TBX5",3
"SF1-DT",1
"TBX4",3
"C3orf49P1",2
"TBX3",3
"TBX2",3
"LDHAL6DP",1
"SUCLA2",3
"AL139118.1",1
"TRBV29OR9-2",1
"SMIM41",1
"SMIM40",1
"SMIM43",1
"SMIM42",1
"SMIM44",1
"AL360295.1",1
"SPACA7BP",1
"HERC5",3
"HERC4",3
"C1GALT1C1",3
"HERC3",1
"HERC2",3
"HERC1",2
"KLF17P1",1
"FARSA-AS1",2
"AL954642.1",1
"HERC6",2
"AC116359.1",1
"CST2P1",1
"AC068535.2",1
"AC068535.1",1
"AC005230.1",1
"AL122017.1",1
"OMD",3
"OMG",2
"AC023908.3",1
"AC023908.2",1
"AC023908.1",1
"AP003128.1",1
"OMP",3
"FO393415.2",1
"FO393415.1",2
"EIF4A1P12",1
"AC007773.1",1
"EIF4A1P11",1
"EIF4A1P10",2
"AL355601.1",1
"AL357552.1",1
"AC009930.1",2
"EIF4A1P13",2
"AC062029.1",1
"AL357552.2",1
"AOX3P",1
"AL596214.1",1
"AC063976.4",1
"AC063976.3",1
"AC063976.2",1
"AC063976.1",1
