"HGNC_Symbol","Cluster"
"RNF40",3
"RNF41",3
"AC009220.3",2
"AC100778.1",1
"AC100778.2",1
"AC009220.1",2
"AC100778.3",1
"AC009220.2",2
"MELK",3
"AC100778.4",1
"AL589765.1",1
"AL589765.2",1
"OR7E86P",1
"AL161717.1",1
"AL159987.1",1
"AL159987.2",1
"NCK1-DT",1
"OARD1",3
"RNU6-684P",1
"OR7E85P",1
"AC122718.1",1
"CYP3A54P",1
"AC122718.2",1
"AL136979.1",1
"PALB2",1
"FOLR1P1",1
"RNF10",3
"RNF11",3
"RNF13",3
"RNF14",3
"TREM2",3
"DNM1P5",1
"TREM1",3
"AC008871.1",1
"FKBP9P1",1
"AL078582.1",1
"AL078582.2",1
"AF013593.1",2
"RNF17",3
"OR7E89P",1
"OR7E87P",1
"MEPE",3
"RANGAP1",3
"IL3RA",3
"SSX2IP",1
"RNU6-680P",1
"RNF31",3
"RNF32",3
"SMARCD1",3
"AC006330.1",2
"SMARCD2",3
"RNF34",3
"SMARCD3",3
"AC112715.1",1
"RNF38",1
"ITLN1",3
"AC106871.1",1
"ITLN2",3
"MYL6B-AS1",1
"MESD",3
"RNF39",3
"MEST",3
"SMARCE1",3
"RNF20",3
"RNF24",1
"RNF25",3
"RNF26",3
"AL365272.1",1
"C2orf69P3",1
"C2orf69P4",1
"PNRC1",1
"C2orf69P1",1
"PNRC2",3
"C2orf69P2",1
"AC091962.1",1
"TRMT61A",1
"TRMT61B",1
"AL031710.1",1
"AL031710.2",1
"STIM2-AS1",1
"Z74696.1",2
"AL160004.1",1
"AL160004.2",1
"AC005253.1",1
"AC005253.2",1
"MIR320B1",1
"MIR320B2",1
"AC022022.1",1
"AC022022.2",1
"AFG3L2",3
"COX7A2L",3
"RELCH",1
"AL390860.1",1
"GPM6A",3
"AC018730.1",1
"BRI3BPP1",2
"C17orf107",1
"AC022417.1",1
"C17orf100",1
"IFNL3P1",1
"MIR320D1",1
"MIR320D2",1
"GPM6B",3
"C17orf113",1
"C17orf114",1
"TREX1",3
"TREX2",3
"IGFL2",3
"IGFL3",3
"IGFL1",3
"AL359732.1",1
"CDAN1",1
"IGFL4",3
"MIR320C1",1
"ITM2A",3
"MIR320C2",1
"ITM2B",3
"RAB40AL",3
"ITM2C",3
"AC124864.1",1
"AC124864.2",1
"AC025039.1",1
"AC116534.1",1
"QRFP",3
"EPM2AIP1",1
"SNORD109B",1
"AC007314.1",2
"SNORD109A",2
"AC080014.1",1
"AC024563.2",1
"GNPNAT1",3
"AC003098.1",1
"STK24P1",2
"AC024563.1",1
"DLAT",3
"AC093730.1",1
"RSPRY1",1
"CYP3A52P",2
"AVPR1B",3
"CABYRP1",1
"AVPR1A",3
"MSS51",3
"IGFN1",3
"MKLN1-AS",2
"PALD1",3
"RPUSD4",3
"AC022168.1",1
"RPUSD1",3
"RPUSD2",1
"RPUSD3",3
"GLTPP1",1
"RCC2-AS1",1
"GAGE12G",1
"GAGE12H",1
"GAGE12E",3
"GAGE12F",1
"GAGE12C",1
"RPS10-NUDT3",1
"GAGE12D",3
"CYP3A51P",2
"GAGE12B",1
"NCR3LG1",1
"GAGE12J",3
"MUC12-AS1",2
"AL359878.1",1
"AL359878.2",1
"PDZK1IP1",3
"UBE2E1-AS1",1
"Z74696.2",2
"PDXDC2P",1
"DLC1",3
"AC092800.1",1
"SIRPD",3
"AC104984.4",1
"AC104984.5",1
"AC016868.1",1
"SIRPG",3
"SNORD105B",1
"AC055764.1",1
"AC104984.1",1
"AC055764.2",1
"SDR9C7",3
"AC104984.2",1
"AC104984.3",1
"AL117327.1",2
"TNFRSF14-AS1",1
"NUSAP1",3
"SIRPA",3
"AL391844.1",1
"TBCCD1",1
"PAM16",3
"AC112225.1",1
"GLTPD2",3
"AL392088.1",1
"AL392088.2",1
"RGS9BP",3
"ELMO1",3
"ELMO2",3
"RELL1",3
"ELMO3",3
"RELL2",1
"OR7L1P",2
"AP000843.1",1
"TRBV10-1",2
"TRBV10-2",2
"TRBV10-3",2
"AP000593.2",1
"AP000593.3",1
"AP000593.1",1
"AL137077.2",1
"AP000593.4",1
"RSL24D1P11",1
"AL137077.1",1
"AC034207.1",1
"AC079851.1",1
"AC022511.1",1
"ZC3H18",3
"ZC3H13",3
"ZC3H14",3
"ZC3H15",3
"AL442128.2",1
"AL442128.1",1
"ADGRA1-AS1",1
"AL513475.1",2
"AL513475.2",1
"DLG1",3
"DLG2",3
"DLG3",1
"DLG4",3
"DLG5",1
"CLASRP",3
"PALS2",1
"PALS1",1
"AC003681.1",2
"ARHGEF19-AS1",1
"ZC3H7A",3
"ZC3H7B",3
"MTRES1P1",1
"BBOX1-AS1",1
"AC026700.1",1
"AC016722.2",1
"PALLD",3
"CHMP3",3
"AC016722.1",1
"AC005013.1",1
"ECT2L",3
"CHMP6",3
"CHMP7",3
"CHMP5",3
"PCNPP3",1
"PCNPP4",2
"PCNPP5",1
"AL139232.1",1
"AP003972.1",1
"SNORA68B",1
"RN7SL589P",1
"PALM3",1
"RPH3AL-AS1",1
"AC100871.1",2
"AC100871.2",2
"DLL1",3
"PCNPP1",1
"PCNPP2",1
"DLL3",3
"DLL4",3
"IGFBPL1",3
"PALMD",3
"CLASP1",3
"CLASP2",2
"AC025279.3",1
"AL451046.1",1
"AL451046.2",2
"ZNF114-AS1",1
"AC025279.1",1
"SPRING1P2",2
"AC025279.2",1
"AL445213.1",2
"DLK1",3
"AL445213.2",1
"SPRING1P1",1
"DLK2",3
"AC098827.1",1
"FLJ12825",1
"AC097015.1",1
"AL033527.3",1
"NOC2L",3
"AL033527.1",1
"AL033527.2",1
"TUB-AS1",1
"SLC5A4-AS1",2
"AC092798.1",1
"AC079905.1",1
"AC079905.2",1
"AC069287.2",1
"AC069287.3",1
"AL022098.1",1
"AC069287.1",1
"AC012613.1",1
"AC012613.2",1
"RABL3",3
"NOBOX",3
"RABL6",3
"CDCA2",1
"CDCA3",3
"CDCA4",3
"CDCA5",3
"OR7E90P",1
"CDCA7",3
"CDCA8",3
"AC026358.1",1
"AC021087.4",1
"AC021087.5",1
"AC021087.2",1
"AC021087.3",1
"AC021087.1",1
"AL683826.1",1
"AL135905.1",2
"AL135905.2",1
"FUCA1",3
"FUCA2",3
"AC110753.1",1
"MAGOHB",3
"TTC32-DT",1
"AC136431.1",1
"AC136431.2",1
"MTCYBP40",1
"MTCYBP41",1
"AL157937.1",2
"AC060234.3",1
"MTCYBP42",1
"MTCYBP43",1
"MTCYBP44",1
"MTCYBP45",1
"CFAP97D1",1
"CFAP97D2",1
"PANX1",1
"PANX2",3
"PIN1P1",1
"AC005884.1",1
"AC060234.1",1
"AC005884.2",1
"AC060234.2",1
"MIR3688-1",1
"MIR3688-2",1
"TUBB2BP1",2
"PANX3",3
"AC092652.1",1
"AC211469.1",2
"AC211469.2",2
"OR7E91P",1
"MTCYBP31",2
"MTCYBP32",2
"MTCYBP33",1
"MTCYBP34",1
"MTCYBP35",1
"MTCYBP36",1
"MTCYBP37",1
"MTCYBP38",2
"SLC7A4",3
"MTCYBP39",1
"SLC7A5",3
"SLC7A6",3
"SLC7A7",3
"SLC7A8",3
"SLC7A9",3
"WWOX-AS1",1
"NUP62CL",3
"AC078929.1",1
"CACUL1",1
"AC092652.2",1
"AL450163.1",1
"ELOF1",3
"AC003101.3",1
"OR7E94P",1
"AC003101.1",1
"AC003101.2",1
"DLST",3
"SREBF2-AS1",2
"NOC4L",3
"AL391987.1",1
"AL391987.2",1
"AL391987.3",1
"SLC7A1",3
"AL391987.4",1
"SLC7A2",3
"RAPGEF4-AS1",1
"SLC7A3",3
"MFN1",3
"MFN2",3
"P4HTM",3
"AC009365.1",2
"AC009365.2",2
"AL161662.1",1
"HOXA10-AS",1
"OR7E93P",1
"NOC3L",1
"AC004076.1",1
"AC004076.2",1
"RABIF",1
"AL121936.1",1
"OR7E96P",1
"AC007218.1",1
"AC007218.2",1
"AL354936.1",2
"AC007218.3",1
"ADORA3",3
"ADORA1",3
"AL157687.1",1
"LINCMD1",2
"AC009365.3",2
"TFIP11-DT",2
"AC144522.1",1
"AC084365.1",1
"AL161912.1",1
"BX004807.1",1
"AL161912.2",1
"AL161912.3",1
"AL161912.4",1
"AC008870.3",1
"AC008870.4",1
"AC008870.5",1
"MFNG",3
"AC097505.1",1
"OR10AE1P",1
"COX7CP1",1
"IL6ST",3
"AC012519.1",2
"COL17A1",3
"CHODL",3
"DLX1",3
"DLX2",3
"DLX3",3
"DLX4",3
"DLX5",3
"DLX6",3
"MIR3198-2",1
"MIR3198-1",2
"MTCYBP20",2
"MTCYBP21",1
"MTCYBP22",1
"AL356259.1",1
"MTCYBP23",1
"MTCYBP24",2
"CORO1A",1
"CORO1B",3
"CORO1C",3
"MTCYBP27",1
"MTCYBP28",1
"MTCYBP29",1
"AC110023.1",1
"OR7E99P",1
"OR7E97P",1
"SLC14A1",3
"CHMP4AP1",1
"SLC14A2",3
"ELOA2",3
"MTCYBP10",1
"MTCYBP11",1
"CORO2A",3
"MTCYBP12",1
"CORO2B",3
"MTCYBP13",1
"MTCYBP14",1
"MTCYBP15",1
"MTCYBP16",1
"MTCYBP17",1
"MTCYBP18",1
"MTCYBP19",1
"AC012363.1",1
"AC012363.2",1
"AC108206.1",1
"OR10AE3P",1
"AC106872.8",1
"AC106872.9",1
"AL137072.1",1
"AC106872.1",1
"AC106872.2",1
"TOB1-AS1",1
"AC106872.3",1
"AC106872.4",1
"AC090505.1",1
"AC090505.2",1
"ARHGAP28-AS1",1
"AC106872.5",1
"CDC73",3
"AC106872.6",1
"AC106872.7",1
"AL133352.1",1
"AP002807.1",1
"AL118506.1",1
"AL365273.1",1
"AL365273.2",1
"AP001823.1",1
"MFRP",1
"AC108050.1",1
"AL356113.1",1
"AC084125.2",2
"AC084125.3",2
"AC084125.1",2
"SLC5A11",3
"SLC5A12",3
"SLC5A10",3
"AC044781.1",1
"AC008870.1",1
"EHBP1",3
"AC008870.2",1
"CDC42",3
"AC032044.1",1
"AC032044.2",1
"CDC45",3
"AC084125.4",2
"GADD45GIP1",3
"AC092902.1",1
"FGF7P6",1
"FGF7P7",1
"FGF7P8",1
"FGF7P2",1
"CDC5L",1
"FGF7P3",1
"AC092902.6",1
"FGF7P4",1
"FGF7P5",1
"AC092902.4",1
"AC096666.1",1
"AC092902.5",1
"AC092902.2",1
"FGF7P1",1
"PCBP2-OT1",1
"AC024958.1",1
"AC022165.1",1
"TRAV36DV7",1
"FLJ46284",2
"CARHSP1-DT",1
"AC027281.1",1
"RN7SL519P",1
"CDC20",3
"CDC23",3
"HYKK",1
"CDC26",3
"PRSS43P",1
"CDC27",3
"ATP6V1E1",3
"AC084855.2",1
"ATP6V1E2",1
"AC084855.1",1
"AL359633.1",1
"RN7SL518P",1
"PCSEAT",1
"ATP6V1G1",3
"ATP6V1G2",3
"AL442125.1",1
"AL442125.2",1
"CDC40",1
"RNU6-609P",1
"CDC34",3
"AC114277.1",1
"MIR6516",1
"PRSS44P",1
"CDC37",3
"MIR6514",1
"MIR6515",2
"AL357080.1",1
"MIR6512",1
"MIR6513",1
"MIR6510",1
"TRIB3",3
"TRIB1",3
"TRIB2",3
"AL662889.1",1
"RN7SL517P",1
"AC016573.1",1
"AC005154.5",1
"ILRUNP1",1
"AC005154.3",1
"AC005154.4",1
"IGKV1OR22-1",2
"CDKN2AIP",1
"AL118496.1",2
"AC005154.2",1
"MIR6509",2
"IGKV1OR22-5",2
"MIR6507",1
"MIR6508",1
"FTH1P9",1
"MIR6505",1
"PRSS45P",1
"MIR6506",1
"MIR6503",1
"MIR6504",1
"MIR6501",1
"MIR6502",1
"MIR6500",1
"ATP6V1C1",3
"ATP6V1C2",3
"RN7SL516P",1
"AC093240.1",1
"AC093535.1",1
"AC093535.2",1
"FTH1P5",2
"FTH1P6",1
"FTH1P7",1
"FTH1P8",2
"FTH1P1",1
"AP005209.1",1
"AP005209.2",1
"FTH1P2",2
"FTH1P3",2
"FTH1P4",1
"PRSS46P",1
"AL139135.1",1
"CDC16",3
"AL139135.2",1
"CIBAR1",2
"AC106779.1",1
"CIBAR2",3
"SLC2A4RG",3
"EIF4BP2",1
"EIF4BP3",1
"EIF4BP1",1
"SNORA14A",2
"RN7SL515P",1
"SNORA14B",1
"EIF4BP6",2
"EIF4BP7",2
"AL162740.1",1
"EIF4BP4",1
"EIF4BP5",1
"BANF1P1",1
"EIF4BP8",1
"AC061708.1",1
"EIF4BP9",2
"BANF1P4",1
"BANF1P5",2
"BANF1P2",1
"BANF1P3",1
"AC005394.1",1
"AC005394.2",1
"AC004816.1",1
"AC004816.2",1
"RNU6-606P",1
"ZNF587B",1
"CLSTN2-AS1",1
"PRSS3P1",2
"AC092068.3",1
"PLAC9P1",1
"PRSS3P3",2
"PRSS3P4",1
"NFILZ",1
"AC092068.1",1
"AC092068.2",1
"DMC1",3
"NPY4R2",1
"RNU6-605P",1
"AL449423.1",2
"PRSS40A",1
"PRSS40B",1
"SNORA16A",1
"AC093775.1",1
"SNORA16B",1
"AL009178.2",1
"AL009178.3",1
"RN7SL513P",2
"AC026691.1",1
"AL009178.1",1
"AL645638.1",2
"RNU6-608P",1
"AC013442.1",1
"NFIL3",1
"NCKAP5-AS1",1
"NCKAP5-AS2",1
"ATP6V1G3",3
"ZNF585B",3
"ZNF585A",3
"OFCC1",1
"SNORA17A",1
"SNORA17B",1
"POLR3DP1",1
"PRSS42P",1
"AL356019.1",1
"AL356019.2",1
"HYPK",3
"RNU6-607P",1
"CRLF3P2",1
"AL031714.1",1
"CRLF3P3",1
"CRLF3P1",1
"AC097504.1",1
"AC097504.2",1
"AP000254.2",1
"AP000254.1",1
"SRP19",3
"OR2AL1P",1
"AMHR2",3
"PCDH11Y",2
"PCDH11X",3
"WASHC2C",3
"SRP14",3
"SNORA108",1
"WASHC2A",3
"AC037479.1",1
"AC012123.1",1
"AC012123.2",1
"RNU6-602P",1
"KIF5C-AS1",1
"SNORA11B",1
"SPOCD1",3
"SNORA10B",1
"RN7SL510P",1
"RNU6-601P",1
"OR14L1P",1
"AC008537.1",1
"AC008537.2",1
"ENTPD1-AS1",1
"AC008537.3",1
"AC008537.4",1
"RNU6-604P",2
"SNORA11C",1
"AC079416.3",1
"SNORA11D",1
"AC079416.4",1
"AC079416.1",1
"SNORA11E",1
"AC079416.2",1
"SNORA11F",1
"SNORA11G",1
"MGAM",3
"AL122035.2",1
"RNU6-603P",1
"RAB43P1",1
"MIR194-2HG",1
"AL122035.1",1
"AC092162.1",1
"AC092162.2",1
"AC090984.1",1
"AC092162.3",1
"AC110992.1",1
"FP325331.1",2
"AC087359.1",2
"DMKN",3
"IGLV4-60",2
"AC007551.1",1
"PRSS47P",1
"AL592078.1",1
"AL592078.2",1
"AC105081.1",2
"AL513478.1",1
"AL513478.2",1
"AL513478.3",1
"AL513478.4",1
"IGLV4-69",2
"AC007551.2",1
"ATP6V1B2",3
"ATP6V1B1",3
"AL391497.1",1
"TLR8-AS1",1
"AL161423.1",1
"REP15",3
"AL390763.1",1
"AC068792.1",1
"AL138787.1",1
"AL138787.2",1
"SPOCK2",3
"AC139426.3",1
"SPOCK3",3
"AC139426.4",1
"AC139426.1",1
"RNU6-600P",1
"AC139426.2",1
"SPOCK1",3
"SALL4P1",1
"SALL4P5",1
"SALL4P2",2
"SALL4P6",1
"SALL4P7",1
"AC006963.1",2
"BCDIN3D-AS1",1
"AC068802.1",1
"ACSL3-AS1",1
"AL596188.1",1
"AC110994.1",1
"AC110994.2",1
"DMP1",3
"FAM95B1",1
"ANKRD20A1",1
"AC127029.1",1
"AC127029.2",1
"AC021088.1",1
"AC099799.1",1
"AC127029.3",1
"AC023389.1",1
"AC023389.2",1
"AC020593.1",1
"AC092807.1",1
"AC092807.2",1
"AC092807.3",1
"ADPRH",3
"ADPRS",3
"ADPRM",1
"PRR7-AS1",1
"SEH1L",3
"MRPL49P1",1
"TPTE2P5",1
"TPTE2P6",1
"TPTE2P3",1
"TPTE2P4",1
"AL161421.1",1
"TPTE2P1",1
"TRGJP",1
"TPTE2P2",1
"MRPL49P2",1
"AC134669.1",1
"IGHA1",1
"IGHA2",1
"RNU6-620P",1
"LYPLAL1-DT",1
"DMPK",3
"SNAI3",3
"AC104012.1",2
"ATG10-AS1",1
"AC069288.1",1
"SNAI1",3
"SNAI2",3
"AL133499.1",1
"YJEFN3",3
"PEBP1P2",1
"SRMP2",1
"GK-AS1",1
"PEBP1P3",1
"SRMP3",1
"GSTM3P1",1
"GSTM3P2",1
"SRMP1",1
"PEBP1P1",1
"TIMP2",3
"TIMP3",3
"AC079896.1",1
"TIMP1",3
"TEAD1",3
"TEAD2",1
"TIMP4",3
"TEAD3",1
"TEAD4",3
"GCHFR",3
"TMSB15A",3
"TRGJ1",1
"TMSB15B",2
"TRGJ2",1
"AP001803.10",1
"CACTIN",1
"AC090016.1",1
"MAGEA13P",2
"AP001574.1",2
"SOCS2-AS1",1
"MGLL",3
"TIMM9",3
"AL157938.1",1
"AL157938.2",1
"AL157938.3",1
"AL157938.4",1
"AC104408.1",1
"GPNMB",3
"AC107222.1",1
"AL133259.1",1
"DMTN",3
"MGMT",3
"AC107222.2",1
"AL121781.1",1
"SLC8B1",1
"AC079906.1",1
"SLC8A3",3
"THUMPD1P1",1
"AC010457.1",1
"AP002892.2",1
"AP002892.1",1
"AC096915.1",2
"RAB3B",3
"RAB3C",3
"RAB3A",3
"RAB3D",1
"AC003102.1",1
"IL5RA",3
"SLC8A1",3
"SLC8A2",3
"RAB43",1
"IGHG3",1
"IGHG4",1
"RAB44",1
"IGHG1",1
"RAB41",3
"IGHG2",1
"RAB42",3
"AC024561.1",1
"RAB2A",3
"TRGV3",1
"RAB2B",1
"TRGV4",1
"TRGV1",1
"TRGV2",1
"CHMP4BP1",1
"AC003092.1",2
"AC003092.2",2
"PANCR",1
"TRGV9",1
"TRGV7",1
"TRGV8",1
"TRGV5",1
"TRGV6",1
"RAB32",3
"LBHD1",1
"RAB30",3
"TRGVA",1
"RAB31",3
"TRGVB",1
"RAB36",3
"RAB37",3
"RAB34",3
"EIF4E1B",3
"DMWD",3
"RAB35",3
"RAB38",3
"AC097494.1",1
"AC106873.7",2
"AC106873.8",2
"RAB5B",3
"AL354685.1",2
"RAB5C",3
"AC106873.1",2
"AC106873.2",2
"AC106873.3",2
"AC106873.4",2
"AC106873.5",2
"AC106873.6",2
"AC005393.1",1
"RAB6A",3
"RAB6B",3
"NIFK-AS1",1
"AC092651.1",1
"AC092651.2",1
"AC123788.1",1
"RAB4A",3
"RAB4B",3
"AC123788.2",1
"AC073973.1",1
"POLD2P1",1
"AC017067.1",2
"P4HA1",3
"P4HA2",3
"IGHGP",1
"P4HA3",2
"TAF12-DT",1
"AL356498.1",1
"AC000061.1",2
"COX7BP2",1
"RAB5A",3
"ADPGK",3
"MIR6729",1
"MIR6727",1
"MIR6728",1
"MIR6726",1
"URAHP",1
"MIR6721",1
"MIR6722",1
"MIR6720",1
"SLC13A1",3
"SLC13A2",3
"SLC13A3",3
"SLC13A4",3
"CHPF2",3
"PTPRD-DT",2
"IGHJ6",1
"MIR6718",1
"MIR6719",1
"IGHJ4",1
"MIR6716",1
"IGHJ5",1
"MIR6717",1
"IGHJ2",1
"IGHJ3",1
"IGHJ1",1
"AC011773.3",2
"AC011773.4",2
"AC011773.1",2
"AC011773.2",2
"RAB1A",3
"AL137071.1",1
"RAB1B",3
"RAB1C",1
"AL033528.2",1
"AC005789.1",1
"AC090506.1",1
"AC090506.2",1
"LBHD2",1
"FBXL22",3
"AL033528.1",1
"RAB21",3
"FBXL20",1
"AL133353.1",1
"RAB20",3
"AL133353.2",1
"PRKAR1B-AS2",1
"RAB25",3
"MSTO1",3
"RAB26",3
"RAB23",1
"PRKAR1B-AS1",1
"RAB24",3
"RAB29",3
"PENK-AS1",2
"AL157688.1",1
"TGIF1P1",1
"RAB28",2
"SLC13A5",3
"AL118505.1",1
"AL161911.1",1
"RNGTT",1
"FBXL19",1
"FBXL17",1
"SYNGAP1-AS1",1
"FBXL18",1
"FBXL15",1
"FBXL16",3
"AL590027.1",1
"FBXL13",3
"FBXL14",1
"FBXL12",3
"RAB10",3
"TNRC6C",1
"VAPA",3
"RAB14",3
"RAB15",3
"VAPB",3
"PSAT1",3
"RAB12",3
"RAB13",3
"RAB18",3
"RAB19",3
"RAB17",3
"TNRC6A",3
"TNRC6B",2
"PANK4",3
"RNF10P1",1
"CFAP97P1",1
"PANK2",3
"PANK3",1
"CALML5",3
"CALML6",3
"PANK1",1
"MIR548XHG",1
"CALML3",3
"MIR663A",1
"CALML4",1
"MIR663B",1
"AC007312.1",1
"LONP1",3
"LONP2",3
"AC091729.2",1
"SPDYE7P",2
"AC091729.1",1
"GRK5-IT1",1
"AC093536.2",1
"AF124730.1",1
"ATP6V0E1",3
"XXYLT1-AS1",1
"XXYLT1-AS2",1
"TINF2",3
"AC093536.1",1
"AP002799.1",1
"AC022166.1",1
"AC022166.2",1
"DNA2",1
"ATP6V0D1",3
"ATP6V0D2",3
"IGLV10-54",2
"AC007948.1",1
"ATP6V1G1P1",1
"AL139230.1",1
"MYL12A",3
"MYL12B",3
"SLC2A3P4",2
"SLC2A3P2",1
"PTBP1P",1
"SLC2A3P1",1
"DND1",3
"ATP6V0A2",1
"TNRC18",3
"ATP6V0A4",3
"AC135352.1",2
"ATP6V0A1",3
"VAT1",3
"VASP",3
"TINCR",1
"VASN",3
"FUBP3",3
"H2AZP5",1
"H2AZP6",2
"FUBP1",3
"H2AZP7",2
"ATP6V1G1P6",1
"H2AZP1",1
"H2AZP2",2
"ATP6V1G1P7",1
"H2AZP3",1
"H2AZP4",1
"ATP6V1G1P2",2
"ATP6V1G1P3",1
"ATP6V1G1P4",1
"AC011774.1",1
"ATP6V1G1P5",1
"COL18A1",3
"MIR3199-1",2
"MIR3199-2",2
"AC104982.2",1
"PDE11A-AS1",1
"AC104982.3",1
"AL009177.1",1
"AC104982.1",1
"RNU6-618P",1
"AC016968.1",1
"DNER",3
"LUNAR1",1
"Z97206.1",2
"TINAG",3
"RAB8A",3
"RALGPS1",1
"RALGPS2",1
"RAB8B",3
"VAV3",3
"RAB6C",3
"RAB6D",3
"RN7SL526P",1
"PRSS52P",1
"GPBAR1",3
"AC005549.1",1
"RENBP",3
"VAV1",3
"VAV2",1
"AL031713.1",1
"AC005153.1",1
"CDCP1",3
"EIF1AXP2",1
"CDCP2",3
"RNU6-617P",1
"EIF1AXP1",1
"RAB7B",1
"AC121247.1",1
"AC121247.2",1
"AL136972.1",1
"RAB7A",3
"RN7SL525P",1
"S100A15A",1
"FBP2P1",1
"AC022415.1",1
"ZNF2",1
"AC022415.2",1
"ZNF3",3
"ZNF8",3
"AL359382.1",1
"AL359382.2",1
"ZNF7",2
"AL359538.4",1
"DUOX1",3
"IBA57-DT",2
"AL359538.1",1
"AL359538.2",1
"AL359538.3",1
"ATP6V0E2",3
"DUOX2",3
"AC084364.1",1
"AC084364.2",1
"AC084364.3",1
"RN7SL524P",1
"GREM1-AS1",1
"AC007458.1",1
"PLAC8L1",3
"MIR664B",2
"VAX1",3
"MIR664A",1
"VAX2",1
"RNU6-619P",1
"CAPZA3",3
"CAPZA1",3
"AC092067.1",2
"CAPZA2",3
"AC097493.1",1
"RAB9A",3
"AC097493.2",1
"AC097493.3",1
"RAB9B",3
"AC016822.1",1
"RN7SL523P",1
"AL391988.1",1
"RNU6-614P",1
"MIR1-1HG-AS1",1
"AL512649.1",1
"AL512649.2",1
"NANOS1",3
"NANOS2",3
"SPDYE10",2
"SPDYE11",2
"SPDYE12",2
"SPDYE13",2
"NANOS3",3
"SPDYE14",2
"SPDYE15",2
"SPDYE16",2
"AL121782.1",1
"SPDYE17",2
"SPDYE18",2
"AC083870.1",2
"RAB42P1",1
"AP000889.2",1
"AL009031.1",1
"AC078927.1",1
"RNU6-613P",1
"AP000253.1",1
"AP000889.1",1
"AC023483.1",1
"SPDYE21",2
"OR2AM1P",1
"AC090985.1",1
"AC090985.2",1
"TRHDE",3
"RNU6-616P",2
"RN7SL521P",2
"AC130709.1",1
"AL603650.1",1
"AL513331.1",1
"AC073149.1",1
"TCEA1P4",1
"TCEA1P2",1
"TCEA1P3",1
"AC022655.1",1
"TCEA1P1",1
"AC007792.1",1
"SPDYE2B",2
"TANK-AS1",1
"TRIAP1P1",1
"RNU6-615P",1
"AC098825.1",1
"RN7SL520P",1
"AC100771.1",1
"AL121938.1",1
"IGHV1OR15-6",1
"IGHV1OR15-1",1
"IGHV1OR15-2",1
"IGHV1OR15-3",1
"IGHV1OR15-4",1
"IGHV1OR15-9",1
"HAPLN3",3
"HAPLN4",3
"HAPLN1",3
"AF106564.1",1
"HAPLN2",3
"PRSS59P",2
"AC011284.1",1
"AC055860.1",1
"RNU6-610P",1
"AC239868.1",1
"TMPRSS11A",3
"TMPRSS11B",3
"AP005208.1",1
"TMPRSS11E",3
"TMPRSS11F",3
"DNM1",3
"TMPRSS11D",3
"DNM2",3
"DNM3",2
"CETN4P",1
"AL392086.3",1
"AL392086.1",1
"AL392086.2",1
"DNLZ",1
"AC108935.1",1
"AC022905.1",2
"FP325330.1",1
"FP325330.2",2
"FP325330.3",1
"OACYLP",1
"CCL15-CCL14",1
"RNF113A",3
"RNF113B",3
"RENO1",1
"RNU6-612P",1
"IGLV10-67",2
"AL359632.1",1
"AC073389.2",1
"TAF11L12",1
"AC073389.3",1
"AP003730.1",1
"TAF11L13",1
"TAF11L14",1
"AC073389.1",1
"AL645733.1",1
"TAF11L10",1
"TAF11L11",1
"AL513477.2",1
"CR383658.2",2
"CR383658.1",2
"AC093870.1",1
"AL513477.1",1
"AC007552.1",1
"AC007552.2",1
"AC133540.1",1
"AL022099.1",2
"RNU6-611P",2
"AL451000.1",1
"AC008534.2",1
"SNORA6",1
"MRPL48P1",1
"SNORA4",1
"SNORA9",1
"AC008534.1",1
"AC022893.1",2
"SNORA8",1
"AC022893.2",2
"AC022893.3",2
"AC104407.1",1
"OR10AC1",2
"AC034193.1",1
"AL356747.1",1
"AC090409.2",1
"SNORA1",1
"AC090409.1",1
"RNU6-630P",1
"OR10AD1",3
"AC022903.2",1
"AC111006.1",1
"AC107463.1",1
"AC022903.1",1
"AC068790.8",1
"AC068790.9",1
"ARF4-AS1",1
"AL080317.1",1
"AC068790.1",1
"AC068790.2",1
"AC068790.3",1
"AC068790.4",1
"AC068790.5",1
"AC068790.6",1
"GIGYF2",3
"AC068790.7",1
"AL024497.1",1
"AL024497.2",2
"RNU6-632P",1
"AL024507.1",2
"AL024507.2",1
"SNORD8",1
"SNORD9",1
"GPR17",3
"SNORD6",1
"GPR15",3
"SNORD7",1
"GPR12",3
"PIMREGP4",1
"PIMREGP2",1
"PIMREGP3",1
"PIMREGP1",1
"AL080317.2",2
"SNORA40B",1
"SNORA40C",1
"SNORD5",1
"SNORD2",1
"RNU6-631P",1
"AC090013.1",1
"GPR18",3
"GPR19",3
"GPR27",3
"AC005740.1",1
"GPR25",3
"GPR26",3
"AC005740.4",1
"AC005740.5",1
"GPR21",3
"AL161420.1",1
"AP001085.1",1
"AC005740.2",1
"AC005740.3",1
"GPR22",3
"GPR20",3
"MAFA-AS1",2
"AC009269.1",1
"AC009269.2",1
"AC009269.3",1
"AC009269.4",1
"AC009269.5",1
"SH3BGRL2",3
"SH3BGRL3",3
"AC126283.1",1
"AC126283.2",1
"GPR39",3
"GPR37",3
"SEMA3F-AS1",1
"GPR34",3
"GPR35",3
"AC107223.1",1
"GPR32",3
"GPR33",1
"AC079907.2",1
"GPR31",3
"DNTT",3
"AC026704.1",1
"AC079907.1",1
"AC069285.2",2
"RPS18P13",2
"AC069285.3",2
"AC069285.1",2
"RPS18P12",1
"VN1R1",3
