HGNC_Symbol,log2R_CNA,Z_Score
SNORA71,2,-0.0090
ACTL6B,2,-0.0090
ACTL6A,5,0.0112
SIRT4,3,-0.0074
SIRT5,4,-0.0053
SIRT6,2,-0.0042
SIRT7,4,-0.0049
F2,2,-0.0090
BIVM-ERCC5,2,-0.0090
F3,4,0.0137
SIRT1,2,-0.0016
SIRT2,2,0.0018
F5,3,-0.0089
SIRT3,2,-0.0065
F7,2,-0.0090
F8,2,-0.0079
F9,2,-0.0090
TGIF2LX,2,-0.0090
TGIF2LY,1,-0.0090
OR10AK1P,2,-0.0090
SNORA69,2,-0.0087
SNORA67,3,-0.0090
SNORA68,3,-0.0090
SNORA65,2,0.0057
RNU6-673P,2,-0.0088
RN7SL582P,5,-0.0079
SNORA66,3,-0.0014
SNORA63,4,-0.0090
MDFI,4,0.0053
SNORA64,3,-0.0090
FH,3,0.0251
ARL14EPL,4,-0.0090
AC020604.1,3,-0.0082
AC099654.1,2,-0.0090
AC099654.2,2,-0.0090
AC099654.3,2,-0.0090
AC099654.4,NA,-0.0090
AC099654.5,NA,-0.0090
AC099654.6,NA,-0.0090
AC099654.7,2,-0.0090
AC099654.8,NA,-0.0090
HLA-DMA,4,0.0686
AC099654.9,NA,-0.0090
SNORA9B,3,-0.0063
HLA-DMB,4,0.0034
GC,3,-0.0090
RN7SL581P,2,-0.0087
MDH1,3,0.0285
GK,2,-0.0064
MDH2,2,0.0168
HNRNPUL2-BSCL2,2,-0.0090
GGT3P,5,-0.0090
RNU6-675P,3,-0.0088
RN7SL580P,2,-0.0090
EEF1AKMT4-ECE2,4,-0.0090
RNU6-670P,4,-0.0090
HP,3,-0.0090
HR,3,-0.0079
AL732437.1,2,-0.0090
AL732437.2,NA,-0.0090
AL732437.3,NA,-0.0090
SRI-AS1,2,-0.0082
HPGDS,3,-0.0090
PABPC4L,3,-0.0087
GGT4P,NA,-0.0089
HLA-DOA,4,0.0512
HLA-DOB,3,-0.0087
IK,3,0.0205
AC122719.1,3,-0.0090
AC122719.2,3,-0.0090
AC122719.3,3,-0.0088
FRMD3-AS1,2,-0.0089
VPS33A,3,-0.0069
AL365271.1,2,-0.0089
VPS33B,4,-0.0077
AP001825.3,2,-0.0088
AP001825.1,2,-0.0090
AP001825.2,2,-0.0090
AC092552.1,4,-0.0090
AC013248.1,3,-0.0090
AL132765.1,4,-0.0080
PIGBOS1,4,0.0020
AL132765.2,4,-0.0089
AL512408.1,6,-0.0084
AP002893.1,2,-0.0090
NSMAF,3,0.0020
AL080313.1,4,-0.0090
AL080313.2,4,-0.0090
AC073878.1,2,-0.0089
AC073878.2,2,-0.0089
ECSCR,3,-0.0090
AC127024.6,4,-0.0087
AC127024.7,4,-0.0083
AC127024.4,4,-0.0052
AC127024.5,4,-0.0081
AC127024.2,4,-0.0078
AC127024.3,4,-0.0074
AC127024.1,4,-0.0090
RNU6-672P,2,-0.0090
AC127024.8,4,-0.0065
MDN1,2,-0.0000
NOP53-AS1,2,-0.0086
KL,2,-0.0090
KY,5,-0.0088
AL162400.2,3,-0.0090
SNORA80C,2,-0.0087
AC092802.3,4,-0.0090
ZC3HC1,2,-0.0035
AL162400.3,3,-0.0090
AC100779.1,NA,-0.0090
AC092802.4,NA,-0.0090
SNORA80D,2,0.0155
SNORA80E,3,0.0004
AL162400.1,3,-0.0090
MDM2,4,0.0012
HLA-DRA,3,1.0364
MDM4,3,0.0002
AC092802.1,4,-0.0089
SNORA80A,4,0.0798
SNORA80B,3,0.0379
MDM1,4,-0.0060
AC092802.2,4,-0.0082
AL731702.1,NA,-0.0088
SH2D4A,3,-0.0046
ZYXP1,3,-0.0090
SH2D4B,2,-0.0090
GGT8P,3,-0.0088
MIR4662A,3,-0.0090
MIR4662B,3,-0.0090
WHSC1L2P,4,-0.0089
AL354836.1,4,-0.0072
AC129915.3,3,-0.0090
MAGOH2P,3,-0.0083
MB,3,-0.0090
MDP1,4,-0.0089
HSPA2-AS1,4,-0.0083
AC113403.1,3,-0.0090
SH2D3A,2,-0.0089
SH2D3C,2,-0.0089
VPS37C,2,-0.0044
VPS37D,2,-0.0072
VPS37A,3,0.0008
VPS37B,3,-0.0017
AL137818.1,4,-0.0081
AL162390.1,2,-0.0083
IL6RP1,2,-0.0090
OSTM1-AS1,2,-0.0090
RNFT2,3,-0.0074
COL15A1,2,0.0962
AC026356.1,4,-0.0071
AC026356.2,4,-0.0077
RNFT1,4,-0.0065
AC093635.1,3,-0.0086
Z97200.1,3,-0.0087
AC090155.2,3,-0.0090
AC090155.1,3,-0.0090
MAGOH3P,4,-0.0089
PC,2,-0.0046
AC007064.3,5,-0.0090
AC007064.4,NA,-0.0090
AC007064.1,5,-0.0089
AC007064.2,5,-0.0085
AL049543.1,4,-0.0090
NECTIN1-DT,2,-0.0080
PABPC1L,4,-0.0066
VPS35L,3,0.0006
SLC35C2P1,2,-0.0090
AC100872.2,3,-0.0089
DHFR2,5,-0.0043
TXNDC11,3,0.0053
TXNDC12,3,-0.0044
AC100872.1,3,-0.0090
AL139231.1,3,-0.0090
TXNDC15,3,0.0163
TXNDC16,4,0.0002
AL162151.3,NA,-0.0090
TXNDC17,3,-0.0013
AL162151.1,4,-0.0090
AL162151.2,4,-0.0073
AC022418.1,4,-0.0090
HNRNPCP10,2,-0.0090
AC019129.2,3,-0.0090
AC019129.1,3,-0.0089
AP002414.1,3,-0.0090
AP002414.4,3,-0.0090
AP002414.5,3,-0.0090
AP002414.2,3,-0.0089
TIMD4,3,-0.0090
AP002414.3,3,-0.0090
AC025278.2,5,-0.0090
AC025278.3,NA,-0.0086
AC025278.1,5,-0.0090
AC093875.1,3,-0.0090
MDS2,6,-0.0090
TMEM72-AS1,3,-0.0089
RNF11P1,3,-0.0090
RNF11P2,4,-0.0087
KIF9-AS1,4,-0.0080
MST1R,4,-0.0052
AC025038.1,2,-0.0088
AF107885.2,4,-0.0085
MST1L,6,-0.0089
SLC2A1-DT,5,-0.0085
OSGEP,4,0.0003
AF107885.1,4,-0.0086
AC013738.1,2,-0.0090
SI,5,-0.0090
AC016629.2,2,-0.0090
AC016629.3,2,-0.0090
AC016629.1,2,-0.0090
AC078922.1,4,-0.0090
AP000354.1,5,-0.0090
TF,5,-0.0040
TG,3,-0.0088
TH,2,-0.0089
AC022167.2,3,-0.0081
AC022167.3,3,-0.0087
AC022167.4,3,-0.0090
AC022167.1,3,-0.0090
U2,NA,-0.0090
U3,2,-0.0090
AC018635.1,2,-0.0090
U4,NA,-0.0079
AC018635.2,2,-0.0087
U6,NA,-0.0090
U7,3,-0.0067
AC078828.1,5,-0.0088
CLYBL,2,-0.0089
GGTA1,2,-0.0089
AC009950.1,3,-0.0089
AC009950.2,3,-0.0090
HYAL1,4,-0.0081
HYAL2,4,0.0083
HYAL3,4,-0.0073
AC023830.2,3,-0.0090
HYAL4,2,-0.0090
MCCD1P2,4,-0.0080
AC023830.3,3,-0.0089
AC023830.1,3,-0.0086
MCCD1P1,4,-0.0086
THUMPD3-AS1,4,-0.0021
AL844175.1,2,-0.0090
AC116535.1,2,-0.0086
ALS2CL,4,-0.0080
PLEKHG4B,3,-0.0089
MIR99AHG,4,-0.0090
XG,2,-0.0073
XK,2,-0.0089
THEMIS2,6,0.0052
GLB1L,3,0.0180
AL392089.1,2,-0.0090
TRBV11-1,2,-0.0090
TRBV11-2,2,-0.0090
TRBV11-3,2,-0.0090
AL137078.1,4,-0.0090
AL137078.2,4,-0.0090
PAMR1,2,0.0020
RBPMSLP,4,-0.0086
AC034198.1,4,-0.0090
AC034198.2,4,-0.0074
AC118344.1,4,-0.0080
AC118344.2,4,-0.0075
DKC1,2,0.0120
AC079610.1,3,-0.0083
AC079610.2,3,-0.0090
BX119904.1,2,-0.0090
AC104985.3,3,-0.0090
RPL18P10,2,-0.0083
AC104985.1,3,-0.0090
AC104985.2,3,-0.0090
RPL18P11,4,-0.0090
AC022898.1,4,-0.0090
RPL18P13,3,-0.0090
AC022898.2,4,-0.0089
AC003682.1,2,-0.0087
HCAR2,3,-0.0090
HCAR3,3,-0.0090
TRGC1,2,-0.0090
AL117328.1,4,-0.0084
HCAR1,3,-0.0088
AL117328.2,4,-0.0088
TRGC2,2,-0.0090
PBX2P1,5,-0.0090
CARNMT1-AS1,2,-0.0082
AC079360.1,3,-0.0089
IGHV3OR16-6,2,-0.0090
AC005014.4,2,-0.0089
IGHV3OR16-7,1,-0.0090
IGHV3OR16-8,2,-0.0090
AC005014.2,2,-0.0089
AC005014.3,2,-0.0090
IGHV3OR16-9,2,-0.0090
ACTL10,4,-0.0090
AC005014.1,2,-0.0090
TTLL1-AS1,5,-0.0088
MEA1,4,0.0099
JKAMPP1,2,-0.0090
SNORA79B,4,0.1930
RN7SL578P,2,-0.0090
AL451047.1,3,-0.0088
AC090644.1,5,-0.0087
AC098826.3,3,-0.0090
AC098826.1,3,-0.0090
AC098826.2,3,-0.0090
RNU6-669P,2,-0.0088
IGHV1OR16-4,2,-0.0090
AKR1B1P6,3,-0.0090
AKR1B1P7,4,-0.0090
AKR1B1P4,2,-0.0090
AKR1B1P5,4,-0.0090
AKR1B1P2,5,-0.0090
IGHV1OR16-1,2,-0.0090
AKR1B1P3,2,-0.0086
IGHV1OR16-2,2,-0.0090
IGHV1OR16-3,2,-0.0090
RN7SL577P,4,-0.0070
AKR1B1P1,3,-0.0089
AP001432.1,4,-0.0076
AC008539.1,4,-0.0090
AL450313.1,2,-0.0090
AP000844.1,2,-0.0078
AP000844.2,2,-0.0088
OR7K1P,4,-0.0090
AL392183.1,5,-0.0090
AKR1B1P8,2,-0.0090
MIR6086,2,-0.0090
AL353612.1,4,-0.0090
AL353612.2,4,-0.0090
MIR6084,6,-0.0090
MIR6085,4,-0.0090
MIR6082,3,-0.0090
MIR6083,4,-0.0090
MIR6080,4,-0.0090
MIR6081,2,-0.0051
ABCA12,3,-0.0089
ABCA13,2,-0.0082
GSTM5P1,4,-0.0090
AC023245.2,3,-0.0090
ADNP2,3,0.0010
AC023245.1,3,-0.0090
SNORA73A,6,-0.0090
SNORA73B,6,5.6431
MIR6088,4,-0.0090
MIR6089,NA,-0.0087
MIR6075,3,-0.0079
MED1,4,0.0085
MIR6076,4,-0.0088
MIR6073,2,-0.0090
MIR6074,4,-0.0090
MECR,6,0.0020
MIR6071,3,-0.0090
AP003733.1,2,-0.0088
MIR6072,2,-0.0090
AP003733.2,2,-0.0089
MIR6070,3,-0.0090
MED8,5,0.0161
MED9,3,-0.0051
AP003733.3,2,-0.0088
MED4,2,-0.0016
DKK1,2,0.0268
DKK2,3,-0.0090
MED6,4,-0.0011
DKK3,2,0.0201
MED7,3,-0.0033
AC012360.2,3,-0.0090
DKK4,3,-0.0090
GET1-SH3BGR,3,-0.0090
AC012360.3,3,-0.0072
ABCA10,4,-0.0084
AC012360.1,3,-0.0085
RN7SL598P,4,-0.0058
SNORA74A,3,0.1849
SNORA74B,3,0.0686
RNU6-689P,4,-0.0078
SNORA74D,3,0.0296
MIR6079,5,-0.0090
MIR6077,3,-0.0088
GPLD1,3,-0.0085
MIR6078,2,-0.0090
OSER1,4,0.0169
MEG3,4,-0.0078
AC009126.1,4,-0.0087
AL157936.1,NA,-0.0090
VPS26C,4,0.0025
SULT6B2P,4,-0.0089
VPS26A,2,-0.0016
VPS26B,2,-0.0007
MEFV,3,-0.0090
MEG8,4,-0.0088
SNORD111B,3,-0.0074
MEG9,4,-0.0089
AC113404.3,3,-0.0083
RN7SL597P,2,0.0075
SNORA75B,3,-0.0090
AC107220.1,3,-0.0090
MIR6068,5,-0.0076
MIR6069,5,-0.0061
AC113404.1,3,-0.0090
AC113404.2,3,-0.0090
AC073387.2,2,-0.0090
AC073387.1,2,-0.0090
AL133453.1,4,-0.0090
SNORA77B,7,-0.0090
AC131971.1,2,-0.0078
MIR3936HG,3,-0.0082
RN7SL596P,2,-0.0090
FRMPD2B,2,-0.0090
MEI1,3,-0.0089
MEI4,3,-0.0090
AL451140.1,2,-0.0087
RNU6-686P,4,-0.0088
ZC3H10,3,-0.0074
AC020595.1,3,-0.0090
SNORA70D,3,-0.0089
SNORA70E,2,-0.0089
GCFC2,3,-0.0039
SNORA70F,3,-0.0089
SNORA70G,4,-0.0066
SNORA70H,3,-0.0090
AC006236.1,3,-0.0090
SNORA70I,3,-0.0023
AL807757.1,2,-0.0087
SNORA70J,3,-0.0090
AL807757.2,2,-0.0085
RN7SL594P,4,-0.0088
Z83820.1,2,-0.0090
SNORA70B,3,-0.0089
SNORA70C,2,-0.0090
RNU6-685P,3,-0.0090
AC091868.1,3,-0.0088
AC091868.2,3,-0.0090
SNORA71E,4,-0.0090
AL953883.1,NA,-0.0090
LIMD1-AS1,4,-0.0086
SNORA71A,4,-0.0090
SNORA71B,4,0.0030
UBE3AP2,4,-0.0089
SNORA71C,4,-0.0090
SNORA71D,4,-0.0090
AC123786.1,3,-0.0090
AC123786.2,3,-0.0090
AC123786.3,NA,-0.0090
AC026117.1,5,-0.0085
BET1-AS1,2,-0.0079
MIR6090,2,-0.0080
AC118345.1,3,-0.0090
MSRB2,2,-0.0013
RNU6-687P,2,-0.0090
MSRB3,4,0.0011
RN7SL592P,2,-0.0089
AC108099.1,3,-0.0090
MSRB1,3,-0.0055
AL080312.1,4,-0.0090
AL080312.2,4,-0.0090
RNU6-682P,3,-0.0090
OR7E84P,NA,-0.0090
COL16A1,6,0.0249
AC025768.1,4,-0.0090
AC013489.3,4,-0.0090
AC013489.1,4,-0.0090
VSTM2A-OT1,2,-0.0090
AC013489.2,4,-0.0089
MEN1,2,-0.0030
RN7SL591P,2,-0.0013
RNF43,4,-0.0089
AL589765.7,3,-0.0090
RNF44,3,-0.0048
RNU6-681P,5,-0.0050
OR7E83P,3,-0.0090
AL589765.5,3,-0.0089
AL589765.6,3,-0.0090
AL589765.3,3,-0.0090
AL589765.4,3,-0.0082
RNF40,2,0.0092
RNF41,3,0.0043
AC009220.3,2,-0.0088
AC100778.1,3,-0.0087
AC100778.2,3,-0.0085
AC100778.3,3,-0.0085
AC009220.1,2,-0.0088
AC100778.4,3,-0.0088
AC009220.2,2,-0.0088
MELK,2,-0.0007
AL589765.1,3,-0.0090
AL589765.2,3,-0.0090
OR7E86P,3,-0.0090
AL161717.1,NA,-0.0090
AL159987.1,2,-0.0090
AL159987.2,2,-0.0090
NCK1-DT,5,-0.0086
OARD1,4,-0.0048
RNU6-684P,4,-0.0090
OR7E85P,3,-0.0090
AC122718.1,4,-0.0077
CYP3A54P,2,-0.0090
AC122718.2,4,-0.0047
AL136979.1,2,-0.0090
PALB2,2,-0.0044
FOLR1P1,2,-0.0090
RNF10,3,0.0128
RNF11,5,0.0406
RNF13,5,0.0100
RNF14,3,0.0076
TREM2,4,-0.0090
DNM1P5,4,-0.0090
TREM1,4,-0.0074
AC008871.1,4,-0.0089
FKBP9P1,2,-0.0069
AL078582.1,2,-0.0090
AF013593.1,2,-0.0090
AL078582.2,2,-0.0090
RNF17,2,-0.0090
OR7E89P,3,-0.0090
OR7E87P,2,-0.0090
MEPE,3,-0.0086
RANGAP1,3,0.0096
IL3RA,NA,-0.0082
SSX2IP,3,-0.0047
RNU6-680P,3,-0.0086
RNF31,4,-0.0088
SMARCD1,3,0.0101
RNF32,2,-0.0087
AC006330.1,2,-0.0082
SMARCD2,4,0.0191
SMARCD3,2,-0.0056
RNF34,3,0.0026
AC112715.1,3,-0.0086
RNF38,2,-0.0035
ITLN1,3,-0.0090
AC106871.1,3,-0.0090
ITLN2,3,-0.0090
MYL6B-AS1,3,-0.0089
MESD,4,0.0103
RNF39,4,-0.0077
MEST,2,0.0019
SMARCE1,4,-0.0077
RNF20,2,0.0074
RNF24,4,0.0066
RNF25,3,0.0050
RNF26,2,-0.0028
AL365272.1,5,-0.0088
C2orf69P3,4,-0.0090
C2orf69P4,4,-0.0090
PNRC1,2,0.0211
C2orf69P1,4,-0.0090
C2orf69P2,4,-0.0090
PNRC2,6,0.0324
AC091962.1,3,-0.0090
TRMT61A,4,0.0014
AL031710.1,3,-0.0084
TRMT61B,3,-0.0034
AL031710.2,3,-0.0084
STIM2-AS1,3,-0.0086
Z74696.1,2,-0.0090
AL160004.1,3,-0.0090
AC005253.1,5,-0.0077
AL160004.2,3,-0.0090
AC005253.2,5,-0.0090
MIR320B1,4,-0.0090
MIR320B2,3,-0.0075
AC022022.1,2,-0.0083
AC022022.2,2,-0.0084
AFG3L2,3,0.0034
COX7A2L,3,0.0096
AL390860.1,3,-0.0090
RELCH,3,-0.0009
GPM6A,3,-0.0089
AC018730.1,3,-0.0090
BRI3BPP1,8,-0.0087
C17orf107,3,-0.0088
AC022417.1,3,-0.0083
C17orf100,3,-0.0082
IFNL3P1,4,-0.0090
MIR320D1,2,-0.0086
MIR320D2,2,-0.0090
GPM6B,2,-0.0056
C17orf113,6,-0.0062
C17orf114,3,-0.0083
TREX1,4,-0.0090
TREX2,2,-0.0089
IGFL2,2,-0.0090
IGFL3,2,-0.0090
IGFL1,2,-0.0090
AL359732.1,NA,-0.0090
CDAN1,4,0.0014
IGFL4,2,-0.0090
ITM2A,2,-0.0090
MIR320C1,3,-0.0085
MIR320C2,3,-0.0073
ITM2B,2,0.0276
RAB40AL,2,-0.0089
ITM2C,3,0.1309
AC124864.1,4,-0.0090
AC124864.2,4,-0.0090
AC025039.1,2,-0.0090
AC116534.1,2,-0.0090
QRFP,2,-0.0086
EPM2AIP1,4,0.0009
SNORD109B,4,-0.0090
AC007314.1,3,-0.0086
SNORD109A,4,-0.0090
AC080014.1,5,-0.0088
AC024563.2,6,-0.0090
AC003098.1,4,-0.0090
GNPNAT1,4,-0.0027
STK24P1,2,-0.0090
AC024563.1,6,-0.0089
DLAT,2,0.0004
AC093730.1,3,-0.0090
RSPRY1,3,0.0020
CYP3A52P,2,-0.0079
AVPR1B,3,-0.0090
CABYRP1,4,-0.0090
AVPR1A,4,-0.0090
MSS51,2,-0.0076
IGFN1,3,-0.0090
MKLN1-AS,2,-0.0086
PALD1,2,-0.0089
RPUSD4,2,-0.0042
AC022168.1,3,-0.0090
RPUSD1,3,-0.0003
RPUSD2,4,-0.0012
RPUSD3,4,-0.0016
GLTPP1,2,-0.0090
RCC2-AS1,6,-0.0090
GAGE12G,2,-0.0090
GAGE12H,2,-0.0090
GAGE12E,2,-0.0090
GAGE12F,2,-0.0090
GAGE12C,2,-0.0090
GAGE12D,2,-0.0090
RPS10-NUDT3,4,-0.0090
CYP3A51P,2,-0.0087
GAGE12B,2,-0.0090
NCR3LG1,2,-0.0073
GAGE12J,2,-0.0090
AL359878.1,2,-0.0088
MUC12-AS1,2,-0.0089
AL359878.2,2,-0.0090
PDZK1IP1,5,-0.0090
UBE2E1-AS1,5,-0.0088
Z74696.2,2,-0.0090
PDXDC2P,3,-0.0088
DLC1,3,0.0121
AC092800.1,3,-0.0084
SIRPD,4,-0.0090
AC104984.4,3,-0.0084
AC104984.5,3,-0.0080
AC016868.1,3,-0.0090
SIRPG,4,-0.0090
SNORD105B,5,-0.0032
AC055764.1,4,-0.0083
AC055764.2,4,-0.0084
AC104984.1,3,-0.0089
SDR9C7,3,-0.0090
AC104984.2,3,-0.0074
AC104984.3,3,-0.0079
AL117327.1,2,-0.0086
TNFRSF14-AS1,4,-0.0087
NUSAP1,4,-0.0088
SIRPA,4,-0.0059
AL391844.1,5,-0.0090
TBCCD1,4,0.0012
PAM16,3,-0.0087
AC112225.1,3,-0.0088
GLTPD2,3,-0.0084
AL392088.1,4,-0.0090
RGS9BP,2,-0.0086
AL392088.2,NA,-0.0090
ELMO1,2,-0.0089
ELMO2,4,-0.0001
RELL1,3,0.0005
ELMO3,3,-0.0075
AP000843.1,2,-0.0090
RELL2,3,-0.0081
OR7L1P,2,-0.0090
TRBV10-1,2,-0.0090
TRBV10-2,2,-0.0090
TRBV10-3,2,-0.0090
AP000593.2,2,-0.0090
AP000593.3,2,-0.0086
AP000593.1,2,-0.0090
AL137077.2,NA,-0.0084
AP000593.4,2,-0.0090
RSL24D1P11,3,-0.0090
AL137077.1,4,-0.0087
AC034207.1,4,-0.0088
AC079851.1,NA,-0.0090
AC022511.1,4,-0.0090
ZC3H18,3,-0.0009
ZC3H13,2,0.0008
ZC3H14,4,-0.0033
ZC3H15,3,0.0231
AL442128.2,2,-0.0088
AL442128.1,2,-0.0090
ADGRA1-AS1,2,-0.0090
AL513475.1,2,-0.0088
AL513475.2,2,-0.0084
DLG1,4,0.0047
DLG2,2,-0.0088
DLG3,2,-0.0069
DLG4,3,-0.0067
DLG5,2,-0.0025
CLASRP,7,0.0038
PALS2,2,-0.0059
PALS1,4,-0.0034
AC003681.1,6,-0.0087
ARHGEF19-AS1,6,-0.0090
ZC3H7A,3,0.0056
ZC3H7B,3,0.0103
MTRES1P1,2,-0.0090
BBOX1-AS1,2,-0.0087
AC026700.1,4,-0.0089
AC016722.2,3,-0.0084
PALLD,3,-0.0026
CHMP3,3,-0.0022
AC016722.1,3,-0.0089
CHMP6,4,0.0023
AC005013.1,2,-0.0090
ECT2L,2,-0.0089
CHMP7,3,0.0056
CHMP5,2,0.0201
PCNPP3,4,-0.0089
PCNPP4,2,-0.0090
PCNPP5,2,-0.0087
AL139232.1,2,-0.0090
AP003972.1,2,-0.0090
SNORA68B,2,-0.0066
RN7SL589P,3,-0.0085
PALM3,3,-0.0089
RPH3AL-AS1,3,-0.0090
AC100871.1,3,-0.0090
DLL1,2,-0.0088
AC100871.2,3,-0.0090
PCNPP1,3,-0.0077
DLL3,4,-0.0086
PCNPP2,2,-0.0090
DLL4,4,-0.0090
IGFBPL1,2,-0.0089
PALMD,4,-0.0089
CLASP1,3,0.0061
CLASP2,4,0.0002
AC025279.3,2,-0.0090
AL451046.1,2,-0.0090
AL451046.2,2,-0.0090
ZNF114-AS1,2,-0.0089
SPRING1P2,2,-0.0088
AC025279.1,2,-0.0090
AC025279.2,2,-0.0090
AL445213.1,2,-0.0090
DLK1,4,-0.0090
AL445213.2,NA,-0.0090
SPRING1P1,3,-0.0090
DLK2,4,-0.0083
AC098827.1,3,-0.0089
FLJ12825,3,-0.0090
AC097015.1,NA,-0.0089
AL033527.3,NA,-0.0087
NOC2L,4,0.0220
AL033527.1,6,-0.0090
AL033527.2,6,-0.0084
TUB-AS1,2,-0.0090
SLC5A4-AS1,10,-0.0088
AC092798.1,5,-0.0075
AC079905.1,4,-0.0090
AC079905.2,4,-0.0090
AC069287.2,2,-0.0090
AC069287.3,2,-0.0090
AC069287.1,2,-0.0090
AL022098.1,5,-0.0090
AC012613.1,3,-0.0082
AC012613.2,3,-0.0079
RABL3,5,-0.0043
NOBOX,2,-0.0090
RABL6,2,-0.0014
CDCA2,3,-0.0006
CDCA3,3,-0.0056
CDCA4,4,0.0129
CDCA5,2,-0.0048
OR7E90P,3,-0.0090
CDCA7,3,-0.0073
CDCA8,6,0.0120
AC026358.1,3,-0.0090
AC021087.4,3,-0.0090
AC021087.5,3,-0.0089
AC021087.2,3,-0.0083
AC021087.3,3,-0.0087
AC021087.1,3,-0.0082
AL683826.1,2,-0.0090
AL135905.1,5,-0.0086
AL135905.2,5,-0.0084
FUCA1,6,0.0322
FUCA2,2,0.0124
AC110753.1,3,-0.0090
MAGOHB,4,-0.0050
TTC32-DT,3,-0.0086
AC136431.1,3,-0.0090
AC136431.2,NA,-0.0090
MTCYBP40,4,-0.0090
MTCYBP41,2,-0.0090
AC060234.3,2,-0.0089
AL157937.1,2,-0.0079
MTCYBP42,2,-0.0090
MTCYBP43,3,-0.0089
MTCYBP44,3,-0.0090
MTCYBP45,6,-0.0090
CFAP97D1,4,-0.0089
CFAP97D2,NA,-0.0090
PANX1,2,0.0144
PIN1P1,4,-0.0090
PANX2,2,-0.0073
AC060234.1,2,-0.0090
AC005884.1,4,-0.0088
AC060234.2,2,-0.0090
AC005884.2,4,-0.0090
MIR3688-1,3,-0.0090
MIR3688-2,3,-0.0090
TUBB2BP1,5,-0.0090
PANX3,2,-0.0090
AC092652.1,3,-0.0090
AC211469.1,2,-0.0088
AC211469.2,2,-0.0089
OR7E91P,3,-0.0090
MTCYBP31,2,-0.0090
MTCYBP32,2,-0.0090
MTCYBP33,3,-0.0090
MTCYBP34,3,-0.0090
MTCYBP35,4,-0.0090
MTCYBP36,2,-0.0090
MTCYBP37,3,-0.0090
MTCYBP38,2,-0.0090
SLC7A4,5,-0.0086
SLC7A5,3,0.0288
MTCYBP39,3,-0.0090
SLC7A6,3,-0.0064
SLC7A7,4,-0.0079
SLC7A8,4,-0.0082
SLC7A9,2,-0.0090
WWOX-AS1,3,-0.0089
NUP62CL,2,-0.0090
AC078929.1,3,-0.0090
CACUL1,2,0.0003
AC092652.2,3,-0.0090
AL450163.1,3,-0.0090
ELOF1,3,0.0018
OR7E94P,3,-0.0090
AC003101.3,2,-0.0090
AC003101.1,2,-0.0082
AC003101.2,2,-0.0079
DLST,4,0.0155
NOC4L,3,-0.0006
SREBF2-AS1,1,-0.0087
AL391987.1,3,-0.0090
AL391987.2,3,-0.0089
AL391987.3,3,-0.0090
SLC7A1,2,0.0091
AL391987.4,3,-0.0090
SLC7A2,3,-0.0085
SLC7A3,2,-0.0090
RAPGEF4-AS1,3,-0.0088
MFN1,5,0.0124
MFN2,6,0.0237
P4HTM,4,-0.0032
AC009365.1,2,-0.0090
AC009365.2,2,-0.0090
AL161662.1,4,-0.0086
HOXA10-AS,2,-0.0089
OR7E93P,5,-0.0090
NOC3L,2,0.0003
AC004076.1,2,-0.0090
AC004076.2,2,-0.0085
RABIF,3,-0.0050
AL121936.1,NA,-0.0089
OR7E96P,3,-0.0090
AC007218.1,3,-0.0090
AL354936.1,2,-0.0090
AC007218.2,3,-0.0090
AC007218.3,3,-0.0090
ADORA3,3,-0.0090
ADORA1,3,-0.0089
AL157687.1,4,-0.0090
TFIP11-DT,8,-0.0050
LINCMD1,3,-0.0090
AC009365.3,2,-0.0085
AC144522.1,3,-0.0090
AC084365.1,4,-0.0090
AL161912.1,2,-0.0090
BX004807.1,5,-0.0085
AL161912.2,2,-0.0090
AL161912.3,2,-0.0090
AL161912.4,2,-0.0090
AC008870.3,2,-0.0090
AC008870.4,2,-0.0085
AC008870.5,2,-0.0090
MFNG,7,-0.0088
AC097505.1,3,-0.0089
OR10AE1P,3,-0.0090
COX7CP1,2,-0.0070
IL6ST,4,0.0271
AC012519.1,4,-0.0090
CHODL,4,-0.0090
COL17A1,2,-0.0089
DLX1,3,-0.0062
DLX2,3,-0.0082
DLX3,4,-0.0089
DLX4,4,-0.0089
DLX5,2,-0.0058
DLX6,2,-0.0082
MIR3198-2,3,-0.0090
MIR3198-1,5,-0.0087
MTCYBP20,3,-0.0090
MTCYBP21,3,-0.0090
MTCYBP22,4,-0.0090
AL356259.1,2,-0.0090
MTCYBP23,4,-0.0090
CORO1A,2,-0.0088
MTCYBP24,2,-0.0090
CORO1B,2,0.0048
CORO1C,3,0.0461
MTCYBP27,4,-0.0090
MTCYBP28,3,-0.0090
MTCYBP29,2,-0.0090
AC110023.1,4,-0.0090
OR7E99P,3,-0.0090
OR7E97P,5,-0.0090
SLC14A1,3,-0.0039
SLC14A2,3,-0.0089
CHMP4AP1,3,-0.0090
ELOA2,3,-0.0090
MTCYBP10,3,-0.0090
MTCYBP11,3,-0.0090
CORO2A,2,-0.0077
MTCYBP12,2,-0.0090
CORO2B,4,-0.0061
MTCYBP13,4,-0.0090
MTCYBP14,3,-0.0090
MTCYBP15,3,-0.0090
MTCYBP16,3,-0.0090
MTCYBP17,3,-0.0090
MTCYBP18,3,-0.0089
MTCYBP19,3,-0.0090
AC012363.1,3,-0.0090
AC012363.2,3,-0.0090
AC108206.1,3,-0.0090
OR10AE3P,3,-0.0090
AC106872.8,3,-0.0090
