HGNC_Symbol,log2R_CNA,Z_Score
TTC36-AS1,2,-0.0088
TTTY14,1,-0.0086
TTTY12,1,-0.0090
TTTY13,1,-0.0090
TTTY10,1,-0.0088
TTTY11,1,-0.0090
TMPRSS11CP,3,-0.0086
ASLP1,5,-0.0080
JPT1,4,0.0085
LINC01198,2,-0.0088
STRADBP1,2,-0.0090
AC010636.2,3,-0.0090
LINC01193,4,-0.0090
LINC01194,3,-0.0090
JPT2,3,0.0193
LINC01195,3,-0.0090
JMJD1C,2,0.0028
LINC01191,3,-0.0088
LINC01192,5,-0.0090
TTTY2B,1,-0.0090
AJ009632.1,4,-0.0090
AJ009632.2,4,-0.0090
RASSF1,4,0.0024
RASSF2,4,-0.0049
RASSF3,4,-0.0025
AP000911.1,2,-0.0090
RASSF4,3,-0.0036
RASSF5,3,-0.0086
RASSF6,3,-0.0090
TTTY23,1,-0.0090
TTTY21,1,-0.0090
TTTY22,1,-0.0090
TTTY20,1,-0.0090
AC010636.1,3,-0.0090
CALN1,2,-0.0090
LINC01186,2,-0.0086
LINC01187,3,-0.0090
LINC01189,3,-0.0090
LINC01182,3,-0.0084
AC097065.1,3,-0.0089
AC097065.2,3,-0.0090
LINC01184,4,-0.0077
LINC01180,4,-0.0090
TTTY3B,1,-0.0090
OR2Q1P,2,-0.0090
LINC01181,3,-0.0089
AL392023.2,4,-0.0088
EEF1A1P40,2,-0.0090
EEF1A1P41,1,-0.0090
EEF1A1P42,3,-0.0090
AP001010.1,3,-0.0090
AL031275.1,3,-0.0090
AL392023.1,4,-0.0090
CD2BP2,2,0.0054
LINC01179,3,-0.0090
AC010240.3,3,-0.0086
AC010240.1,3,-0.0090
PLA1A,5,-0.0090
AC010240.2,3,-0.0069
AC113367.3,4,-0.0090
TTTY4C,1,-0.0090
GPR141BP,2,-0.0090
TTTY4B,1,-0.0090
AC113367.1,4,-0.0090
AP002961.1,2,-0.0087
H2BL1P,3,-0.0090
AC113367.2,4,-0.0090
ZMPSTE24,6,0.0235
EEF1A1P30,2,-0.0084
EEF1A1P31,2,-0.0090
EEF1A1P32,3,-0.0088
EEF1A1P33,3,-0.0089
EEF1A1P34,4,-0.0090
AC006329.1,2,-0.0090
EEF1A1P35,3,-0.0085
EEF1A1P36,2,-0.0090
EEF1A1P37,3,-0.0090
EEF1A1P38,2,-0.0086
EEF1A1P39,2,-0.0090
IDSP1,2,-0.0081
RASSF7,2,-0.0018
RASSF8,4,0.0112
AC092364.1,8,-0.0090
AL353770.1,2,-0.0090
RASSF9,4,-0.0088
AL353770.2,2,-0.0090
AL353770.3,2,-0.0090
AC104576.1,3,-0.0090
AC022832.1,3,-0.0090
EEF1A1P20,4,-0.0090
AC022832.2,NA,-0.0090
EEF1A1P21,3,-0.0090
AL353770.4,2,-0.0090
EEF1A1P22,4,-0.0083
Z82215.1,3,-0.0071
EEF1A1P23,5,-0.0088
EEF1A1P24,4,-0.0088
EEF1A1P25,5,-0.0083
EEF1A1P26,2,-0.0090
EEF1A1P27,2,-0.0090
DERPC,3,-0.0090
CALM3,2,0.0082
KIAA1614-AS1,3,-0.0088
EEF1A1P28,2,-0.0089
CALM1,4,0.0409
EEF1A1P29,2,-0.0085
CALM2,3,0.0895
INTS11,4,0.0055
LINC01153,2,-0.0090
LINC01154,3,-0.0089
INTS12,3,-0.0060
INTS13,4,0.0109
INTS14,4,0.0091
LINC01150,2,-0.0090
LINC01151,3,-0.0090
INTS10,3,0.0061
LINC01152,4,-0.0089
SECTM1,4,-0.0077
TTTY6B,1,-0.0090
LINC01146,4,-0.0090
LINC01147,4,-0.0090
LINC01148,4,-0.0090
LINC01149,3,-0.0090
MTND4LP1,2,-0.0090
LINC01142,3,-0.0090
MTND4LP2,2,-0.0090
LINC01143,3,-0.0090
LINC01144,5,-0.0084
AC026765.1,3,-0.0090
LINC01145,3,-0.0082
LINC01140,3,-0.0090
LINC01141,6,-0.0089
MTND4LP9,5,-0.0077
MTND4LP7,2,-0.0089
AC026765.2,3,-0.0090
MTND4LP5,4,-0.0090
AC026765.3,3,-0.0089
MTND4LP3,5,-0.0088
TTTY7B,1,-0.0090
AC026765.4,3,-0.0090
AC139713.1,3,-0.0090
CAVIN2-AS1,3,-0.0090
LINC01139,3,-0.0088
AC092614.1,3,-0.0079
LINC01135,5,-0.0087
LINC01138,3,-0.0085
POPDC2,5,-0.0085
POPDC3,2,0.0011
LINC01176,2,-0.0088
LINC01177,3,-0.0090
DEFA9P,3,-0.0090
LINC01173,3,-0.0087
DERL3,5,-0.0078
DERL1,3,0.0031
FAM220BP,2,-0.0090
TXLNG,2,0.0007
DERL2,3,-0.0009
LINC01170,4,-0.0089
AC103746.1,4,-0.0083
TTTY8B,1,-0.0090
CCN2-AS1,2,-0.0090
LINC01168,2,-0.0090
LINC01169,4,-0.0089
LINC01164,2,-0.0090
LINC01165,2,-0.0090
LINC01166,2,-0.0090
DEFA8P,3,-0.0090
LINC01167,2,-0.0090
SNX9-AS1,2,-0.0082
LINC01160,3,-0.0089
LINC01162,2,-0.0090
LINC01163,2,-0.0090
AC090707.1,2,-0.0090
AC090707.2,NA,-0.0090
FAM220CP,2,-0.0090
TTTY9B,1,-0.0090
AC117430.1,5,-0.0090
LINC01159,3,-0.0090
EIF4A3P1,3,-0.0090
DEFA7P,3,-0.0090
WWC1,3,-0.0076
WWC2,3,-0.0006
AC090311.1,3,-0.0089
PPME1,2,-0.0019
KHSRP,2,0.0126
WWC3,2,0.0040
RNU1-70P,5,-0.0090
TRAV38-1,5,-0.0090
AL159166.1,5,-0.0090
ERVK9-11,2,-0.0090
AC024884.2,3,-0.0089
CALCA,2,-0.0090
EFHD2-AS1,6,-0.0089
CALCB,2,-0.0090
RNU1-73P,4,-0.0082
AC024884.1,3,-0.0090
MIR4435-2HG,3,-0.0059
CALCR,2,-0.0090
CALD1,2,0.1021
CALCP,2,-0.0090
AK3P5,2,-0.0076
AK3P3,2,-0.0080
RNU1-72P,2,-0.0086
AK3P4,4,-0.0090
AK3P2,3,-0.0088
FDPS,3,0.0041
RNU1-74P,3,-0.0090
LAMA4-AS1,2,-0.0089
TIMM10B,2,0.0001
AC068385.1,2,-0.0090
AC073651.2,4,-0.0090
AC073651.1,4,-0.0072
PRKCSH,3,0.0619
CSE1L-DT,4,-0.0089
RNU1-75P,4,-0.0090
DNAAF11,3,-0.0082
DNAAF10,3,-0.0077
CALB2,3,-0.0071
AL049833.4,NA,-0.0090
CALB1,3,-0.0089
AL049833.1,4,-0.0090
AL049833.2,4,-0.0090
AC008966.3,4,-0.0088
AL049833.3,4,-0.0090
AC008966.1,4,-0.0087
TIMM17A,3,0.0087
MLST8,3,0.0012
AC090061.1,4,-0.0089
AC008966.2,4,-0.0080
TIMM17B,2,0.0081
POU1F1,5,-0.0089
AC106800.1,3,-0.0089
AC106800.2,3,-0.0088
AZGP1P1,2,-0.0090
RNU1-76P,3,-0.0090
AZGP1P2,2,-0.0090
TUBAP11,4,-0.0085
TUBAP12,4,-0.0090
TUBAP13,3,-0.0075
TUBAP14,3,-0.0089
TUBAP15,4,-0.0090
AC106800.3,3,-0.0083
AL139801.1,2,-0.0090
AC002456.1,2,-0.0090
AC002456.2,2,-0.0090
BTF3L4P3,2,-0.0090
BTF3L4P4,3,-0.0090
BTF3L4P1,4,-0.0087
BTF3L4P2,3,-0.0080
TUBAP10,3,-0.0089
AC090457.1,3,-0.0090
RNU1-77P,4,-0.0089
SAMHD1,4,-0.0051
AL512328.1,3,-0.0090
RNU2-10P,4,-0.0082
AC009554.1,4,-0.0086
DEFA1B,3,-0.0090
AC009554.2,4,-0.0069
RNU1-78P,4,-0.0090
FO681492.1,2,-0.0090
AL121970.1,2,-0.0090
AC003044.1,2,-0.0090
AC091047.1,3,-0.0090
AL132801.1,4,-0.0090
AC005837.1,4,-0.0087
AC005837.2,4,-0.0090
AC005837.3,4,-0.0081
AC005837.4,4,-0.0054
CNTFR,2,-0.0090
AC015920.1,4,-0.0089
AC002551.1,2,-0.0085
AC018716.1,2,-0.0090
AC018716.2,2,-0.0090
SOX21,2,-0.0090
RNU2-12P,3,-0.0090
AC078841.1,2,-0.0090
FAM90A6P,3,-0.0090
SOX17,3,-0.0090
AC004852.3,2,-0.0090
GREP1,3,-0.0090
SOX18,4,-0.0090
SOX15,3,-0.0086
AC116351.1,3,-0.0089
FDXR,4,-0.0062
AL355103.1,4,-0.0090
AC116351.2,3,-0.0090
AC004852.1,2,-0.0090
AC004852.2,2,-0.0090
UNC13B,2,-0.0045
UNC13C,4,-0.0084
ZNF705G,3,-0.0090
UNC13A,3,-0.0079
ZNF705D,3,-0.0090
ZNF705E,2,-0.0089
ZNF705B,3,-0.0090
SOX13,3,-0.0045
SOX14,5,-0.0090
ZNF705A,3,-0.0090
SOX11,3,-0.0090
SOX12,4,-0.0009
SOX10,7,0.0723
UNC13D,4,-0.0087
RNU2-11P,4,-0.0089
FAM90A5P,3,-0.0090
FDX1,2,-0.0044
FDX2,5,-0.0089
AC009949.1,3,-0.0089
AC100858.1,3,-0.0090
AL354994.1,2,-0.0090
SKA3,2,-0.0060
HIF1A,4,0.1107
SKA1,3,-0.0043
SKA2,4,0.0041
SIDT1-AS1,5,-0.0090
RNU2-14P,4,-0.0087
NDUFB5P1,3,-0.0090
NDUFB5P2,2,-0.0089
FAM90A8P,3,-0.0090
AC106707.1,5,-0.0090
AC100858.2,3,-0.0089
AC100858.3,3,-0.0090
AC106707.2,5,-0.0085
GRXCR1,3,-0.0090
GRXCR2,3,-0.0090
MAD2L1BP,4,0.0081
AC091045.1,4,-0.0089
AC073900.1,2,-0.0090
SOX30,3,-0.0089
KCNK15-AS1,4,-0.0088
RNU2-13P,3,-0.0090
TFDP1P3,4,-0.0090
HOXC-AS1,3,-0.0085
HOXC-AS2,3,-0.0089
HOXC-AS3,3,-0.0090
TFDP1P1,3,-0.0090
TFDP1P2,2,-0.0085
CSMD2-AS1,6,-0.0090
FAM90A7P,3,-0.0090
ZNF702P,7,-0.0038
UNC119,3,-0.0032
HIF3A,2,-0.0090
AL583844.1,3,-0.0090
FAM90A2P,3,-0.0090
AC007012.1,3,-0.0090
AL160391.1,2,-0.0090
RNU2-16P,3,-0.0090
AP000567.1,4,-0.0090
BATF2,2,-0.0084
CNTD1,6,-0.0084
BATF3,3,-0.0084
AC009803.1,3,-0.0090
AC007012.2,3,-0.0090
AC005191.1,2,-0.0090
AC009803.2,3,-0.0090
AC005587.1,2,-0.0088
RNU2-15P,3,-0.0090
AL078645.1,3,-0.0080
AL078645.2,3,-0.0088
AJ239322.1,3,-0.0090
AJ239322.2,3,-0.0090
FAM90A26,3,-0.0090
MIR503HG,2,-0.0071
FAM90A4P,3,-0.0090
AL603865.1,2,-0.0090
AL603865.2,2,-0.0087
RNU2-18P,2,-0.0090
WWOX,3,-0.0057
PMCHL1,4,-0.0090
PMCHL2,3,-0.0090
WWP1,3,-0.0020
WWP2,3,0.0007
AACSP1,3,-0.0090
FAM90A3P,3,-0.0090
STING1,3,0.0024
CEP250-AS1,4,-0.0085
RNU2-17P,3,-0.0087
COX6A1P2,4,-0.0082
COX6A1P3,2,-0.0090
TOR2A,2,-0.0076
LINC01111,3,-0.0090
AC109587.1,4,-0.0083
CLSTN2,5,0.0176
CLSTN3,3,0.0015
CLSTN1,6,0.1230
RTKN2,2,-0.0083
AC009063.4,3,-0.0081
AC009063.1,3,-0.0090
AC009063.2,3,-0.0089
AC009063.3,3,-0.0086
AZU1P1,2,-0.0090
AC090948.4,5,-0.0088
AC132807.1,5,-0.0090
AC132807.2,5,-0.0090
AC090948.2,5,-0.0085
AC090948.3,5,-0.0084
AC090948.1,5,-0.0086
LINC01106,3,-0.0088
LINC01107,3,-0.0090
LINC01108,4,-0.0089
LINC01109,3,-0.0090
LINC01102,3,-0.0090
LINC01103,3,-0.0090
LINC01104,3,-0.0090
TOR3A,3,0.0025
LINC01100,5,-0.0090
LINC01101,3,-0.0090
AC007742.1,1,-0.0090
AL590550.1,2,-0.0090
AL732314.10,NA,-0.0079
RNU2-19P,3,-0.0090
AL096865.1,3,-0.0075
INTS6L,2,-0.0067
AL023583.1,4,-0.0089
LINC01132,3,-0.0089
DNMT1,5,0.0152
MINDY3,2,0.0011
LINC01133,3,-0.0082
MINDY4,2,-0.0089
LINC01134,4,-0.0089
RTL10,7,0.0056
MINDY1,3,-0.0048
FECH,3,-0.0016
MINDY2,4,0.0044
AL138724.1,4,-0.0084
LINC01128,4,-0.0075
AP003550.1,3,-0.0087
LINC01124,3,-0.0090
SKIL,5,0.0179
AC114300.1,3,-0.0090
LINC01126,3,-0.0086
LINC01127,3,-0.0090
LINC01120,3,-0.0090
LINC01121,3,-0.0090
AL158827.1,2,-0.0088
LINC01122,3,-0.0090
LINC01123,3,-0.0088
TOR1A,2,0.0021
AC010731.1,3,-0.0085
AC010731.2,3,-0.0090
TOR1B,2,0.0065
LINC01117,3,-0.0083
LINC01118,3,-0.0088
NICN2P,2,-0.0090
LINC01119,3,-0.0078
LINC01114,3,-0.0090
LINC01115,3,-0.0090
LINC01116,3,-0.0039
MIR29B1,2,-0.0090
MIR29B2,3,-0.0090
SNX18P8,3,-0.0090
SNX18P9,3,-0.0088
DAGLA,2,-0.0069
SNX18P7,2,-0.0085
SNX18P4,2,-0.0090
AC019055.1,3,-0.0090
SNX18P5,2,-0.0090
SNX18P2,2,-0.0090
CSAG4,2,-0.0090
SNX18P3,2,-0.0090
CSAG2,2,-0.0090
CSAG3,2,-0.0090
PANK1-AS1,2,-0.0090
CSAG1,2,-0.0090
LIMS1-AS1,3,-0.0082
AC109441.1,3,-0.0090
AL356421.2,5,-0.0090
AL356421.1,5,-0.0090
SPANXC,2,-0.0084
SPANXD,2,-0.0090
AC090802.1,3,-0.0083
AL117379.1,4,-0.0067
FAM90A9P,3,-0.0090
ASMTL,NA,-0.0017
Z82214.1,5,-0.0090
TESMIN,2,-0.0090
DAGLB,2,-0.0047
PERCC1,3,-0.0090
AL353678.1,2,-0.0090
AC133480.1,4,-0.0090
AC104574.1,4,-0.0090
AC104574.2,4,-0.0090
SYN3-AS1,6,-0.0090
SLC31A1P1,5,-0.0090
LINC01076,2,-0.0090
PWWP2AP1,2,-0.0090
LINC01077,2,-0.0090
LINC01078,2,-0.0090
LINC01079,2,-0.0090
LINC01072,2,-0.0090
LINC01074,2,-0.0090
LINC01075,2,-0.0090
DNM1P51,4,-0.0088
LINC01070,2,-0.0090
DNM1P50,4,-0.0090
AC113368.1,3,-0.0090
IGHVIII-22-2,4,-0.0090
DNM1P48,1,-0.0090
DNM1P49,4,-0.0090
DNM1P46,4,-0.0085
DNM1P47,4,-0.0089
MAD2L1P1,4,-0.0080
AC122136.1,3,-0.0090
C6orf226,4,-0.0045
LINC01069,2,-0.0090
SKP2,3,-0.0066
C6orf223,4,-0.0089
SKP1,3,0.0039
ST3GAL6-AS1,5,-0.0090
LINC01065,2,-0.0090
LINC01066,2,-0.0090
LINC01067,2,-0.0090
LINC01068,2,-0.0088
LINC01063,4,-0.0086
AL353771.1,4,-0.0085
LINC01060,3,-0.0072
BAK1P1,4,-0.0087
BAK1P2,2,-0.0090
AC096570.1,3,-0.0090
AP003696.1,3,-0.0083
LINC01058,2,-0.0089
LINC01098,3,-0.0090
LINC01099,3,-0.0090
LINC01094,3,-0.0088
LINC01095,3,-0.0090
LINC01096,3,-0.0090
AC008725.1,3,-0.0090
LINC01097,3,-0.0090
LINC01090,3,-0.0088
LINC01091,3,-0.0090
LINC01093,3,-0.0090
C6orf201,5,-0.0088
LINC01087,3,-0.0090
LINC01088,3,-0.0089
LINC01089,3,-0.0067
LINC01085,3,-0.0065
SENP3-EIF4A1,3,-0.0089
OR2R1P,2,-0.0090
LINC01080,2,-0.0090
LINC01081,3,-0.0090
LINC01082,3,-0.0090
SCARNA18B,3,-0.0079
AC139712.1,3,-0.0090
ARHGAP11B-DT,4,-0.0089
RTL8A,2,0.0065
RTL8B,2,0.0008
RTL8C,2,0.1200
LINC01033,4,-0.0090
FEN1,2,0.0074
LINC01034,2,-0.0089
LINC01035,3,-0.0090
LINC01030,3,-0.0090
LINC01031,3,-0.0088
AL358232.1,2,-0.0090
AL358232.2,2,-0.0090
AC132068.1,3,-0.0080
CAMKV,4,-0.0053
PCF11,2,-0.0002
NKIRAS1,5,-0.0053
NKIRAS2,6,0.0133
LINC01029,3,-0.0090
LINC01028,5,-0.0090
AC103591.3,4,-0.0060
LINC01022,2,-0.0090
AC103591.4,4,-0.0075
LINC01023,4,-0.0073
CAMLG,3,-0.0031
LINC01020,3,-0.0090
AP005121.2,3,-0.0090
FAM149B1P1,4,-0.0090
AP005121.1,3,-0.0089
AC069224.1,5,-0.0087
LINC01018,3,-0.0090
LINC01019,3,-0.0090
AL133284.1,2,-0.0089
LINC01014,5,-0.0090
LINC01015,4,-0.0090
DNM1P17,2,-0.0090
LINC01016,4,-0.0090
LINC01017,3,-0.0090
ADAD1P2,3,-0.0090
LINC01054,2,-0.0090
EIF4A2P3,2,-0.0088
DAP3P2,3,-0.0088
TOR4A,2,-0.0075
OPRD1,6,0.0073
EIF4A2P4,2,-0.0089
LINC01055,2,-0.0090
LINC01056,4,-0.0090
EIF4A2P1,3,-0.0089
EIF4A2P2,2,-0.0085
DAP3P1,3,-0.0088
LINC01050,2,-0.0089
LINC01052,2,-0.0090
LINC01053,2,-0.0090
DNM1P30,4,-0.0090
EIF4A2P5,2,-0.0090
AC104335.2,NA,-0.0090
DNM1P24,1,-0.0090
AC104335.1,NA,-0.0086
TBL1Y,1,-0.0090
RNU1-80P,4,-0.0090
TBL1X,2,-0.0042
LINC01047,2,-0.0090
LINC01048,2,-0.0089
DNM1P28,4,-0.0090
AC103591.1,4,-0.0088
LINC01049,2,-0.0090
AC103591.2,4,-0.0090
LINC01043,2,-0.0090
LINC01044,2,-0.0090
AC019294.1,4,-0.0090
AC019294.2,4,-0.0090
LINC01046,2,-0.0090
AC019294.3,4,-0.0090
LINC01040,2,-0.0090
DNM1P41,4,-0.0090
SMIM15-AS1,4,-0.0088
AC007741.1,3,-0.0090
RSL1D1,3,0.0181
DNM1P38,4,-0.0087
DNM1P35,4,-0.0087
AC217774.2,4,-0.0090
DNM1P33,4,-0.0089
DNM1P34,4,-0.0090
CAMK4,4,-0.0081
DNM1P31,4,-0.0090
DNM1P32,4,-0.0090
AC217774.1,4,-0.0090
B9D1,3,-0.0066
B9D2,5,-0.0056
CAMK1,4,-0.0085
LINC01036,3,-0.0090
LINC01038,2,-0.0090
LINC01039,2,-0.0090
EIF2S2P3,2,-0.0088
EIF2S2P4,3,-0.0081
EIF2S2P1,4,-0.0090
STEAP3,3,0.0158
STEAP4,2,-0.0090
EIF2S2P2,4,-0.0086
AC106791.2,3,-0.0090
EIF2S2P7,3,-0.0090
AC106791.3,NA,-0.0089
EIF2S2P5,3,-0.0089
AK4P6,3,-0.0090
AC106791.1,3,-0.0090
EIF2S2P6,2,-0.0088
NPY2R,3,-0.0090
AC108519.1,3,-0.0087
AC026620.1,2,-0.0090
AC026620.2,NA,-0.0090
REV3L-IT1,2,-0.0087
BASP1,3,0.0056
AK4P4,2,-0.0089
AK4P5,3,-0.0090
AK4P2,4,-0.0090
AK4P3,4,-0.0084
RNU1-82P,2,-0.0090
AK4P1,2,-0.0018
OR52A4P,2,-0.0090
RNU1-84P,2,-0.0090
RAP2C-AS1,2,-0.0084
NPY1R,3,-0.0090
FO681491.1,NA,-0.0090
RNU1-83P,4,-0.0090
STEAP1,2,-0.0073
STEAP2,2,-0.0079
AC010387.1,4,-0.0090
AC010387.2,NA,-0.0090
AC090312.1,3,-0.0089
AC090312.2,3,-0.0090
SEZ6L2,2,0.0074
IGKV3OR2-5,3,-0.0090
AC109347.2,3,-0.0089
AC109347.1,3,-0.0088
RAP1GAP2,3,-0.0070
AC106801.1,3,-0.0087
RNU1-86P,1,-0.0090
AC005586.1,2,-0.0090
DNMBP,2,-0.0050
AC113618.2,3,-0.0090
CRISP1,3,-0.0090
CRISP2,3,-0.0090
NPY6R,3,-0.0090
CRISP3,3,-0.0090
PNPT1P1,5,-0.0088
PNPT1P2,2,-0.0090
AC092999.1,5,-0.0088
RNU2-20P,5,-0.0090
MADCAM1,2,-0.0089
AC113618.1,3,-0.0090
RNU1-88P,4,-0.0087
DESI1,3,0.0007
NPY5R,3,-0.0090
DESI2,3,0.0069
MIR2909,2,-0.0084
AC091046.1,4,-0.0082
OPRM1,2,-0.0090
AC022092.1,3,-0.0090
AC091046.2,4,-0.0084
AL132800.1,4,-0.0075
ITGB1BP1,3,-0.0006
ITGB1BP2,2,-0.0084
AC009313.1,3,-0.0090
RNU1-89P,3,-0.0088
CSF2RBP1,7,-0.0090
NPY4R,2,-0.0090
OPRL1,4,-0.0090
FAM41AY1,1,-0.0090
FAM41AY2,1,-0.0090
RNF139-DT,3,-0.0083
RNU2-22P,3,-0.0082
DUXAP11,3,-0.0090
DUXAP10,4,-0.0082
CYP1B1-AS1,3,-0.0089
NRG1-IT3,3,-0.0090
AL358472.1,3,-0.0079
AL358472.4,3,-0.0078
PYCARD-AS1,2,-0.0090
TUBB1P1,1,-0.0090
OPRK1,3,-0.0090
AL358472.5,3,-0.0085
TUBB1P2,1,-0.0090
AL358472.2,3,-0.0087
AL358472.3,3,-0.0078
SHCBP1,4,-0.0028
NRG1-IT1,3,-0.0090
AL358472.6,3,-0.0090
AL358472.7,3,-0.0090
GNPDA1,3,0.0085
GNPDA2,3,-0.0045
RNU2-21P,3,-0.0090
AP002472.1,3,-0.0090
SOX5P1,3,-0.0090
PWWP2B,2,-0.0064
RNU1-43P,5,-0.0090
SLA2,4,-0.0087
TIPARP-AS1,5,-0.0087
DPYSL4,2,-0.0045
DPYSL5,3,-0.0090
DPYSL2,3,0.0871
DPYSL3,3,0.0482
VSTM1,7,-0.0090
PWWP2A,3,-0.0017
VSTM4,2,-0.0068
VSTM5,2,-0.0088
KLC2-AS1,2,-0.0086
KLC2-AS2,2,-0.0089
FNBP4,2,0.0014
RNU1-44P,3,-0.0090
MTHFD2P5,2,-0.0090
MTHFD2P6,3,-0.0090
FNBP1,2,-0.0035
MTHFD2P7,5,-0.0090
MTHFD2P1,5,-0.0090
MTHFD2P2,2,-0.0090
MTHFD2P3,2,-0.0090
MTHFD2P4,3,-0.0090
MIR196A1,4,-0.0015
MIR196A2,3,-0.0090
FEZ1,2,-0.0059
FEZ2,3,-0.0011
TXNIP,3,0.0098
PLBD1,4,-0.0085
PLBD2,3,0.0133
RNU1-45P,3,-0.0090
AL137847.3,2,-0.0090
SLBP,3,0.0195
AL137847.1,2,-0.0089
AL137847.2,2,-0.0087
AP000766.1,2,-0.0084
FAM172BP,5,-0.0090
AC005400.1,2,-0.0090
TMED2-DT,3,-0.0085
LMCD1-AS1,5,-0.0086
AC010149.1,3,-0.0084
AC010149.2,NA,-0.0090
CREBBP,3,0.0002
BTBD19,5,0.0164
RNU1-46P,3,-0.0090
BTBD17,4,-0.0090
BTBD18,2,-0.0086
KIR3DP1,2,-0.0090
BTBD16,2,-0.0088
BTBD11,3,-0.0088
Z95624.1,2,-0.0090
BTBD10,2,0.0002
AC118555.1,3,-0.0073
AC008438.1,3,-0.0083
AC008438.2,3,-0.0090
AC012306.1,3,-0.0090
AC012306.2,3,-0.0068
AC012306.3,NA,-0.0075
AC005786.1,2,-0.0083
RNU1-47P,4,-0.0086
AC005786.2,2,-0.0076
AC133681.1,NA,-0.0090
AC005786.3,2,-0.0090
AOC4P,6,-0.0090
AC116158.1,4,-0.0083
JRKL,2,-0.0028
AC005786.4,2,-0.0089
AC116158.2,4,-0.0090
AC116158.3,4,-0.0079
NPM1P51,4,-0.0090
NPM1P52,3,-0.0090
NPM1P50,2,-0.0090
AL021920.3,6,-0.0090
NMTRS-TGA3-1,4,-0.0090
AL021920.1,6,-0.0087
AL021920.2,6,-0.0086
RNU1-48P,1,-0.0090
NPM1P48,3,-0.0090
NPM1P49,2,-0.0090
NPM1P46,3,-0.0090
NPM1P47,4,-0.0090
NPM1P45,3,-0.0090
NPM1P42,4,-0.0090
NPM1P43,4,-0.0087
NPM1P40,3,-0.0090
NPM1P41,3,-0.0090
ATF7-NPFF,3,-0.0090
AC068587.6,NA,-0.0090
AC061975.2,3,-0.0090
AC068587.7,NA,-0.0090
AC061975.3,3,-0.0090
AC068587.8,NA,-0.0090
AC061975.1,3,-0.0090
AC061975.6,3,-0.0090
AC024153.1,4,-0.0090
AC068587.2,3,-0.0090
AC061975.7,3,-0.0090
AC068587.3,3,-0.0090
AC068587.4,3,-0.0088
AC061975.4,3,-0.0090
AC068587.5,NA,-0.0090
AC061975.5,3,-0.0090
AC061975.8,3,-0.0090
AC068587.1,3,-0.0090
RNU1-49P,3,-0.0090
NPM1P39,6,-0.0085
AC145146.1,3,-0.0090
AC020922.3,2,-0.0090
NPM1P37,5,-0.0082
NPM1P38,2,-0.0090
AC020922.4,2,-0.0089
NPM1P35,2,-0.0090
AC020922.1,2,-0.0090
NPM1P36,3,-0.0090
AC020922.2,2,-0.0090
NPM1P33,3,-0.0090
NPM1P34,2,-0.0089
NPM1P31,2,-0.0090
NPM1P32,3,-0.0089
NPM1P30,2,-0.0090
AC092896.1,5,-0.0089
OR2X1P,3,-0.0087
SLF1,4,-0.0067
SLF2,2,0.0057
AC068931.1,3,-0.0089
KIR3DL1,2,-0.0090
KIR3DL2,2,-0.0090
KIR3DL3,2,-0.0090
NPM1P28,5,-0.0090
NPM1P29,5,-0.0086
NPM1P26,2,-0.0076
NPM1P27,4,-0.0035
NPM1P24,2,-0.0088
NPM1P25,2,-0.0090
NPM1P22,2,-0.0090
MYBBP1A,3,0.0113
AC104823.1,3,-0.0090
NPM1P23,5,-0.0090
THRB-IT1,5,-0.0089
NPM1P20,4,-0.0087
NPM1P21,3,-0.0087
AL049634.1,4,-0.0090
PWWP3A,2,-0.0054
PWWP3B,2,-0.0089
AL049634.2,4,-0.0090
AL049634.3,4,-0.0090
CIAPIN1,3,0.0081
OR7E4P,2,-0.0090
LDC1P,6,-0.0090
AC112771.1,5,-0.0090
MAP3K7CL,4,-0.0043
AC003973.1,8,-0.0090
CDYL-AS1,5,-0.0089
KIR3DX1,2,-0.0090
AC003973.2,8,-0.0090
EIF2S3B,4,-0.0051
AC011467.3,6,-0.0090
AC011467.4,6,-0.0090
AC011467.5,6,-0.0090
AC011467.6,8,-0.0090
AC078942.1,2,-0.0090
SVIL2P,2,-0.0086
AC011467.1,8,-0.0090
AP002433.1,2,-0.0089
AP002433.2,2,-0.0087
AC011467.2,6,-0.0090
TSPOAP1-AS1,4,-0.0087
AC022486.1,1,-0.0090
AC012150.1,4,-0.0089
AC012150.2,4,-0.0088
AP001595.1,4,-0.0090
AP001595.2,NA,-0.0090
AJUBA,4,0.0074
GRIA1,3,-0.0088
AC005306.1,2,-0.0090
GRIA2,3,-0.0090
OR7E2P,2,-0.0081
AP001605.1,4,-0.0090
AL049874.1,4,-0.0090
AL049874.2,4,-0.0089
CREBL2,4,0.0029
SLC9A9-AS2,5,-0.0089
SLC9A9-AS1,5,-0.0090
AC104333.4,NA,-0.0090
AC104333.2,3,-0.0088
AC104333.3,3,-0.0089
AC104333.1,3,-0.0090
AL049874.3,4,-0.0089
AL049874.4,4,-0.0089
TNFRSF17,3,-0.0085
TNFRSF14,4,-0.0027
AL390318.1,2,-0.0078
AC137499.1,3,-0.0090
GRIA3,2,-0.0080
GRIA4,2,-0.0090
AC096720.2,3,-0.0089
AL133241.1,4,-0.0086
AC096720.1,3,-0.0074
TXNP1,2,-0.0089
AJ011932.1,3,-0.0087
TXNP2,3,-0.0090
TXNP3,3,-0.0090
TXNP4,3,-0.0089
BX324167.1,10,-0.0090
